Objeto;Classe;n_contorno;Área;Diâmetro;Minor;Diretorio;Imagem
;;0;8648,50;2,000000000000000;0,000000000000000;.\originalGrayDataset;0001.png
;;1;129,00;6,249894234902776;2,373401973657667;.\originalGrayDataset;0001.png
;;2;55,00;0,000000000000000;0,000000000000000;.\originalGrayDataset;0001.png
;;0;9,50;10,327955589886445;0,000000000000000;.\originalGrayDataset;0002.png
;;1;8,00;9,259610333107229;1,122326369205424;.\originalGrayDataset;0002.png
;;2;4,00;2,000000000000000;0,000000000000000;.\originalGrayDataset;0002.png
;;0;8654,50;3,265986323710904;2,000000000000000;.\originalGrayDataset;0003.png
;;1;129,00;0,000000000000000;0,000000000000000;.\originalGrayDataset;0003.png
;;2;106,50;5,321869122843981;1,782612980800892;.\originalGrayDataset;0003.png
;;0;8653,50;0,000000000000000;0,000000000000000;.\originalGrayDataset;0004.png
;;1;133,00;8,493727735702040;1,921802238952664;.\originalGrayDataset;0004.png
;;2;133,00;6,831300510639732;0,000000000000000;.\originalGrayDataset;0004.png
;;0;27,00;3,236067977499790;1,236067977499790;.\originalGrayDataset;0005.png
;;1;5,50;2,000000000000000;0,000000000000000;.\originalGrayDataset;0005.png
;;2;5,00;7,795152825499744;3,970311096738027;.\originalGrayDataset;0005.png
;;0;28,00;10,726853492873822;1,308583937009189;.\originalGrayDataset;0006.png
;;1;7,50;3,236067977499790;1,236067977499790;.\originalGrayDataset;0006.png
;;2;4,50;4,472135954999580;0,000000000000000;.\originalGrayDataset;0006.png
;;0;23,50;6,831300510639732;0,000000000000000;.\originalGrayDataset;0007.png
;;1;6,00;0,000000000000000;0,000000000000000;.\originalGrayDataset;0007.png
;;2;5,50;8,000000000000000;0,000000000000000;.\originalGrayDataset;0007.png
;;0;7,50;0,000000000000000;0,000000000000000;.\originalGrayDataset;0008.png
;;1;5,50;5,274258481434536;1,946056459258261;.\originalGrayDataset;0008.png
;;2;3,00;0,000000000000000;0,000000000000000;.\originalGrayDataset;0008.png
;;0;97,50;0,000000000000000;0,000000000000000;.\originalGrayDataset;0009.png
;;1;27,00;4,472135954999580;0,000000000000000;.\originalGrayDataset;0009.png
;;2;10,50;0,000000000000000;0,000000000000000;.\originalGrayDataset;0009.png
;;0;247,00;2,000000000000000;0,000000000000000;.\originalGrayDataset;0010.png
;;1;128,50;5,977430877089947;2,762474770051995;.\originalGrayDataset;0010.png
;;2;118,00;3,236067977499790;1,236067977499790;.\originalGrayDataset;0010.png
;;0;250,50;6,586417573021535;1,685623260404093;.\originalGrayDataset;0011.png
;;1;168,50;3,236067977499790;1,236067977499790;.\originalGrayDataset;0011.png
;;2;98,00;27,016107769810379;2,866696366071598;.\originalGrayDataset;0011.png
;;0;612,00;4,155374705678736;1,905471133100374;.\originalGrayDataset;0012.png
;;1;31,00;4,472135954999580;0,000000000000000;.\originalGrayDataset;0012.png
;;2;10,50;2,000000000000000;0,000000000000000;.\originalGrayDataset;0012.png
;;0;372,50;0,000000000000000;0,000000000000000;.\originalGrayDataset;0013.png
;;1;249,00;6,040895836088439;1,872852769848542;.\originalGrayDataset;0013.png
;;2;93,00;7,483314773547883;1,322875655532295;.\originalGrayDataset;0013.png
;;0;394,00;3,098386676965933;1,788854381999832;.\originalGrayDataset;0014.png
;;1;247,00;2,000000000000000;0,000000000000000;.\originalGrayDataset;0014.png
;;2;128,00;0,000000000000000;0,000000000000000;.\originalGrayDataset;0014.png
;;0;367,50;3,098386676965933;1,788854381999832;.\originalGrayDataset;0015.png
;;1;239,50;5,274258481434536;1,946056459258261;.\originalGrayDataset;0015.png
;;2;94,50;0,000000000000000;0,000000000000000;.\originalGrayDataset;0015.png
;;0;121,50;7,492989490330898;2,517998331687779;.\originalGrayDataset;0016.png
;;1;84,50;5,417867508696684;3,167227027357554;.\originalGrayDataset;0016.png
;;2;73,50;4,155374705678736;1,905471133100374;.\originalGrayDataset;0016.png
;;0;124,00;2,000000000000000;0,000000000000000;.\originalGrayDataset;0017.png
;;1;115,50;6,366269644280173;1,490171405012457;.\originalGrayDataset;0017.png
;;2;20,00;5,914327340750956;3,043949747553234;.\originalGrayDataset;0017.png
;;0;4,00;2,000000000000000;0,000000000000000;.\originalGrayDataset;0018.png
;;1;3,00;5,339062088964491;2,338744246846464;.\originalGrayDataset;0018.png
;;2;2,00;4,472135954999580;0,000000000000000;.\originalGrayDataset;0018.png
;;0;423,50;3,265986323710904;0,000000000000000;.\originalGrayDataset;0019.png
;;1;113,00;2,000000000000000;0,000000000000000;.\originalGrayDataset;0019.png
;;2;15,00;5,896459480240757;1,342830655483958;.\originalGrayDataset;0019.png
;;0;6,00;0,000000000000000;0,000000000000000;.\originalGrayDataset;0020.png
;;1;2,50;0,000000000000000;0,000000000000000;.\originalGrayDataset;0020.png
;;2;1,50;0,000000000000000;0,000000000000000;.\originalGrayDataset;0020.png
;;0;23,00;3,265986323710904;0,000000000000000;.\originalGrayDataset;0021.png
;;1;6,50;2,828427124746190;0,000000000000000;.\originalGrayDataset;0021.png
;;2;6,00;6,831300510639732;0,000000000000000;.\originalGrayDataset;0021.png
;;0;459,00;2,000000000000000;0,000000000000000;.\originalGrayDataset;0022.png
;;1;327,50;4,000000000000000;1,632993161855452;.\originalGrayDataset;0022.png
;;2;215,00;4,743365517193277;1,349252967497849;.\originalGrayDataset;0022.png
;;0;319,00;2,000000000000000;0,000000000000000;.\originalGrayDataset;0023.png
;;1;119,00;2,000000000000000;0,000000000000000;.\originalGrayDataset;0023.png
;;2;114,00;4,363338213437162;1,655009792399060;.\originalGrayDataset;0023.png
;;0;325,00;3,677088528342677;0,837402040213009;.\originalGrayDataset;0024.png
;;1;122,00;8,556771327504631;1,981040532561556;.\originalGrayDataset;0024.png
;;2;41,50;2,000000000000000;2,000000000000000;.\originalGrayDataset;0024.png
;;0;319,00;2,000000000000000;0,000000000000000;.\originalGrayDataset;0025.png
;;1;120,00;2,000000000000000;2,000000000000000;.\originalGrayDataset;0025.png
;;2;53,50;6,917235745602754;3,550513099337105;.\originalGrayDataset;0025.png
;;0;19,00;4,505936460652527;1,964637859424637;.\originalGrayDataset;0026.png
;;1;7,00;2,000000000000000;0,000000000000000;.\originalGrayDataset;0026.png
;;2;6,50;2,000000000000000;0,000000000000000;.\originalGrayDataset;0026.png
;;0;9,00;0,000000000000000;0,000000000000000;.\originalGrayDataset;0027.png
;;1;9,00;6,236035651674299;2,426857459519383;.\originalGrayDataset;0027.png
;;2;8,50;0,000000000000000;0,000000000000000;.\originalGrayDataset;0027.png
;;0;4498,00;2,000000000000000;0,000000000000000;.\originalGrayDataset;0028.png
;;1;464,00;4,472135954999580;2,345207879911715;.\originalGrayDataset;0028.png
;;2;135,00;4,000000000000000;1,632993161855452;.\originalGrayDataset;0028.png
;;0;6,50;2,000000000000000;0,000000000000000;.\originalGrayDataset;0029.png
;;1;6,00;3,098386676965933;1,788854381999832;.\originalGrayDataset;0029.png
;;2;5,00;2,000000000000000;0,000000000000000;.\originalGrayDataset;0029.png
;;0;10,00;0,000000000000000;0,000000000000000;.\originalGrayDataset;0030.png
;;1;6,00;5,404236119112784;1,208676398190789;.\originalGrayDataset;0030.png
;;2;4,50;3,464101615137754;1,414213562373095;.\originalGrayDataset;0030.png
;;0;503,50;26,193252879719314;2,529803071204560;.\originalGrayDataset;0031.png
;;1;113,50;6,831300510639732;0,000000000000000;.\originalGrayDataset;0031.png
;;2;25,00;4,199929796800163;1,166443184192932;.\originalGrayDataset;0031.png
;;0;478,50;6,052283110938236;1,695889732428958;.\originalGrayDataset;0032.png
;;1;24,00;3,265986323710904;0,000000000000000;.\originalGrayDataset;0032.png
;;2;18,00;6,553504018576144;1,208200456800301;.\originalGrayDataset;0032.png
;;0;17,00;0,000000000000000;0,000000000000000;.\originalGrayDataset;0033.png
;;1;7,50;24,660424397880988;2,888269550272038;.\originalGrayDataset;0033.png
;;2;5,50;2,309401076758503;1,333333333333333;.\originalGrayDataset;0033.png
;;0;946,00;4,155374705678736;1,905471133100374;.\originalGrayDataset;0034.png
;;1;117,50;2,828427124746190;0,000000000000000;.\originalGrayDataset;0034.png
;;2;45,00;7,648773013039513;2,925405918853004;.\originalGrayDataset;0034.png
;;0;30,00;4,155374705678736;1,905471133100374;.\originalGrayDataset;0035.png
;;1;8,50;8,807501705210713;1,694803279780526;.\originalGrayDataset;0035.png
;;2;8,00;3,098386676965933;1,788854381999832;.\originalGrayDataset;0035.png
;;0;27,00;4,898979485566356;1,936491673103709;.\originalGrayDataset;0036.png
;;1;18,50;9,165151389911680;0,000000000000000;.\originalGrayDataset;0036.png
;;2;8,00;0,000000000000000;0,000000000000000;.\originalGrayDataset;0036.png
;;0;99,00;4,155374705678736;1,905471133100374;.\originalGrayDataset;0037.png
;;1;51,50;2,000000000000000;0,000000000000000;.\originalGrayDataset;0037.png
;;2;36,50;5,485458865381723;2,649689066157794;.\originalGrayDataset;0037.png
;;0;93,50;3,265986323710904;0,000000000000000;.\originalGrayDataset;0038.png
;;1;92,50;4,472135954999580;0,000000000000000;.\originalGrayDataset;0038.png
;;2;70,50;3,265986323710904;0,000000000000000;.\originalGrayDataset;0038.png
;;0;8943,50;4,472135954999580;0,000000000000000;.\originalGrayDataset;0039.png
;;1;70,50;7,602935893343600;1,302062134349799;.\originalGrayDataset;0039.png
;;2;51,50;5,656854249492381;0,000000000000000;.\originalGrayDataset;0039.png
;;0;105,50;0,000000000000000;0,000000000000000;.\originalGrayDataset;0040.png
;;1;95,00;8,000000000000000;0,000000000000000;.\originalGrayDataset;0040.png
;;2;81,00;12,069882385392548;3,173176691251494;.\originalGrayDataset;0040.png
;;0;9030,00;3,265986323710904;0,000000000000000;.\originalGrayDataset;0041.png
;;1;88,50;0,000000000000000;0,000000000000000;.\originalGrayDataset;0041.png
;;2;76,00;4,708788181923399;2,504347879633133;.\originalGrayDataset;0041.png
;;0;88,00;8,000000000000000;0,000000000000000;.\originalGrayDataset;0042.png
;;1;84,50;3,677088528342677;0,837402040213009;.\originalGrayDataset;0042.png
;;2;77,00;3,098386676965933;1,788854381999832;.\originalGrayDataset;0042.png
;;0;70,50;6,011486661777879;1,280549059210314;.\originalGrayDataset;0043.png
;;1;39,50;0,000000000000000;0,000000000000000;.\originalGrayDataset;0043.png
;;2;38,00;8,493727735702040;1,921802238952664;.\originalGrayDataset;0043.png
;;0;76,00;3,265986323710904;0,000000000000000;.\originalGrayDataset;0044.png
;;1;54,00;9,642377906445544;4,847207064233959;.\originalGrayDataset;0044.png
;;2;23,00;3,265986323710904;0,000000000000000;.\originalGrayDataset;0044.png
;;0;8719,50;10,160075468405529;1,424452464426814;.\originalGrayDataset;0045.png
;;1;64,00;4,472135954999580;0,000000000000000;.\originalGrayDataset;0045.png
;;2;44,00;2,000000000000000;0,000000000000000;.\originalGrayDataset;0045.png
;;0;69,00;4,155374705678736;1,905471133100374;.\originalGrayDataset;0046.png
;;1;60,00;8,094735909846060;1,843455308090119;.\originalGrayDataset;0046.png
;;2;17,00;2,000000000000000;0,000000000000000;.\originalGrayDataset;0046.png
;;0;50,00;3,236067977499790;1,236067977499790;.\originalGrayDataset;0047.png
;;1;18,00;4,472135954999580;0,000000000000000;.\originalGrayDataset;0047.png
;;2;12,50;10,327955589886445;0,000000000000000;.\originalGrayDataset;0047.png
;;0;57,00;4,155374705678736;1,905471133100374;.\originalGrayDataset;0048.png
;;1;16,50;8,000000000000000;0,000000000000000;.\originalGrayDataset;0048.png
;;2;11,50;4,363338213437162;1,655009792399060;.\originalGrayDataset;0048.png
;;0;69,50;6,297058490406919;2,772062855510859;.\originalGrayDataset;0049.png
;;1;51,00;3,236067977499790;1,236067977499790;.\originalGrayDataset;0049.png
;;2;15,00;2,000000000000000;0,000000000000000;.\originalGrayDataset;0049.png
;;0;111,50;2,000000000000000;0,000000000000000;.\originalGrayDataset;0050.png
;;1;86,00;3,098386676965933;1,788854381999832;.\originalGrayDataset;0050.png
;;2;63,00;3,265986323710904;0,000000000000000;.\originalGrayDataset;0050.png
;;0;8971,00;6,061651487414491;2,239727939979696;.\originalGrayDataset;0051.png
;;1;171,00;3,677088528342677;0,837402040213009;.\originalGrayDataset;0051.png
;;2;93,50;5,274258481434536;1,946056459258261;.\originalGrayDataset;0051.png
;;0;8997,00;8,051970105292165;1,769949030972814;.\originalGrayDataset;0052.png
;;1;196,00;5,656854249492381;0,000000000000000;.\originalGrayDataset;0052.png
;;2;99,00;4,472135954999580;0,000000000000000;.\originalGrayDataset;0052.png
;;0;136,00;7,554371880072024;1,975317619716008;.\originalGrayDataset;0053.png
;;1;93,00;9,147286108492034;1,947773989983269;.\originalGrayDataset;0053.png
;;2;67,50;5,656854249492381;2,000000000000000;.\originalGrayDataset;0053.png
;;0;122,00;8,000000000000000;0,000000000000000;.\originalGrayDataset;0054.png
;;1;79,50;5,274258481434536;1,946056459258261;.\originalGrayDataset;0054.png
;;2;52,50;3,265986323710904;0,000000000000000;.\originalGrayDataset;0054.png
;;0;8962,00;4,472135954999580;0,000000000000000;.\originalGrayDataset;0055.png
;;1;126,00;12,110935147179998;3,071142544309353;.\originalGrayDataset;0055.png
;;2;90,50;3,265986323710904;2,000000000000000;.\originalGrayDataset;0055.png
;;0;8976,50;2,000000000000000;2,000000000000000;.\originalGrayDataset;0056.png
;;1;124,00;6,553504018576144;1,208200456800300;.\originalGrayDataset;0056.png
;;2;83,00;4,976979969245306;1,797128372078910;.\originalGrayDataset;0056.png
;;0;8971,50;11,329187643470881;1,111883176656101;.\originalGrayDataset;0057.png
;;1;2874,50;4,472135954999580;0,000000000000000;.\originalGrayDataset;0057.png
;;2;135,00;3,098386676965933;1,788854381999832;.\originalGrayDataset;0057.png
;;0;3825,50;2,000000000000000;0,000000000000000;.\originalGrayDataset;0058.png
;;1;82,00;4,507893913753563;2,104493398028036;.\originalGrayDataset;0058.png
;;2;56,00;9,165151389911680;0,000000000000000;.\originalGrayDataset;0058.png
;;0;717,50;2,828427124746190;1,732050807568877;.\originalGrayDataset;0059.png
;;1;83,50;5,656854249492381;0,000000000000000;.\originalGrayDataset;0059.png
;;2;75,00;0,000000000000000;0,000000000000000;.\originalGrayDataset;0059.png
;;0;717,00;5,656854249492381;0,000000000000000;.\originalGrayDataset;0060.png
;;1;105,50;3,677088528342677;0,837402040213009;.\originalGrayDataset;0060.png
;;2;86,00;6,410747983365109;1,964939688573319;.\originalGrayDataset;0060.png
;;0;665,50;12,649110640673518;0,000000000000000;.\originalGrayDataset;0061.png
;;1;122,00;14,966629547095765;0,000000000000000;.\originalGrayDataset;0061.png
;;2;68,50;2,309401076758503;1,333333333333333;.\originalGrayDataset;0061.png
;;0;129,50;6,831300510639732;0,000000000000000;.\originalGrayDataset;0062.png
;;1;95,00;74,929306336947917;3,823965353025486;.\originalGrayDataset;0062.png
;;2;88,00;2,000000000000000;0,000000000000000;.\originalGrayDataset;0062.png
;;0;38,00;5,196736578748781;2,565288636898106;.\originalGrayDataset;0063.png
;;1;23,50;6,831300510639732;0,000000000000000;.\originalGrayDataset;0063.png
