Objeto;Classe;n_contorno;Área;Diâmetro;Minor;Imagem
;;0;50,00;2,828427124746190;0,000000000000000;0047.png
;;1;18,00;3,265986323710904;0,000000000000000;0047.png
;;2;11,00;2,000000000000000;0,000000000000000;0047.png
;;0;54,00;4,472135954999580;2,000000000000000;0048.png
;;1;17,00;3,265986323710904;0,000000000000000;0048.png
;;2;14,50;4,472135954999580;0,000000000000000;0048.png
;;0;64,00;3,265986323710904;0,000000000000000;0049.png
;;1;50,00;4,155374705678736;1,905471133100374;0049.png
;;2;15,00;3,265986323710904;0,000000000000000;0049.png
;;0;113,00;7,141921394560869;1,913014757021073;0050.png
;;1;84,00;2,309401076758503;1,333333333333333;0050.png
;;2;58,50;3,265986323710904;0,000000000000000;0050.png
;;0;171,00;9,597568933577463;1,939502659247667;0051.png
;;1;95,50;4,472135954999580;0,000000000000000;0051.png
;;2;78,00;3,265986323710904;0,000000000000000;0051.png
;;0;99,00;5,133805351608395;1,542315301534688;0052.png
;;1;78,50;13,375096009791008;2,853998649219498;0052.png
;;2;59,50;18,190414325732036;2,089701609689005;0052.png
;;0;134,50;10,468294824979926;3,843719352046722;0053.png
;;1;94,00;0,000000000000000;0,000000000000000;0053.png
;;2;66,50;3,829708431025352;1,885618083164127;0053.png
;;0;3699,00;8,094735909846060;1,843455308090119;0054.png
;;1;117,50;5,731928671776635;2,902257778099778;0054.png
;;2;79,50;6,831300510639732;0,000000000000000;0054.png
;;0;127,00;3,265986323710904;0,000000000000000;0055.png
;;1;90,50;3,265986323710904;0,000000000000000;0055.png
;;2;73,50;3,265986323710904;0,000000000000000;0055.png
;;0;122,00;6,585670706008097;3,179608499510328;0056.png
;;1;84,00;2,000000000000000;0,000000000000000;0056.png
;;2;65,00;2,000000000000000;0,000000000000000;0056.png
;;0;8958,50;4,472135954999580;0,000000000000000;0057.png
;;1;2865,50;3,265986323710904;0,000000000000000;0057.png
;;2;114,00;6,000854367100811;1,972557079718700;0057.png
;;0;8731,50;3,829708431025352;1,885618083164127;0058.png
;;1;3825,50;10,712522354527785;1,951862197571952;0058.png
;;2;84,00;4,472135954999580;0,000000000000000;0058.png
;;0;716,50;5,656854249492381;0,000000000000000;0059.png
;;1;88,50;30,126325873464843;3,002598953725560;0059.png
;;2;72,00;6,245171657697639;3,191446531886460;0059.png
;;0;717,00;4,472135954999580;0,000000000000000;0060.png
;;1;107,00;3,236067977499790;1,236067977499790;0060.png
;;2;87,00;17,546338542746675;2,772148226305919;0060.png
;;0;3664,00;14,551718496048425;1,546873469772292;0061.png
;;1;666,00;4,472135954999580;0,000000000000000;0061.png
;;2;122,50;4,472135954999580;0,000000000000000;0061.png
;;0;8980,50;10,712522354527785;1,951862197571952;0062.png
;;1;127,00;3,098386676965933;1,788854381999832;0062.png
;;2;126,00;7,704827029912549;2,551595665290443;0062.png
;;0;3426,50;3,265986323710904;0,000000000000000;0063.png
;;1;38,00;2,000000000000000;0,000000000000000;0063.png
;;2;26,00;3,265986323710904;0,000000000000000;0063.png
;;0;8805,00;2,000000000000000;0,000000000000000;0064.png
;;1;3761,00;5,656854249492381;0,000000000000000;0064.png
;;2;80,00;0,000000000000000;0,000000000000000;0064.png
;;0;170,50;3,265986323710904;0,000000000000000;0065.png
;;1;160,00;4,618802153517006;2,351778943168525;0065.png
;;2;149,00;4,155374705678736;1,905471133100374;0065.png
;;0;253,50;0,000000000000000;0,000000000000000;0066.png
;;1;83,50;0,000000000000000;0,000000000000000;0066.png
;;2;46,00;4,155374705678736;1,905471133100374;0066.png
;;0;35,00;8,438009243891594;2,993325909419153;0067.png
;;1;12,50;8,202748130404117;3,433555485854427;0067.png
;;2;11,00;5,196736578748781;2,565288636898106;0067.png
;;0;79,50;0,000000000000000;0,000000000000000;0068.png
;;1;54,50;4,898979485566356;1,936491673103709;0068.png
;;2;33,00;4,634736211286691;1,826347935745029;0068.png
;;0;84,50;0,000000000000000;0,000000000000000;0069.png
;;1;51,00;9,419337793277204;1,652784570933211;0069.png
;;2;31,50;2,000000000000000;0,000000000000000;0069.png
;;0;84,50;2,000000000000000;0,000000000000000;0070.png
;;1;38,00;2,000000000000000;0,000000000000000;0070.png
;;2;12,50;0,000000000000000;0,000000000000000;0070.png
;;0;125,50;2,000000000000000;0,000000000000000;0071.png
;;1;69,00;2,309401076758503;1,333333333333333;0071.png
;;2;64,50;3,265986323710904;0,000000000000000;0071.png
;;0;201,50;10,160075468405529;1,424452464426814;0072.png
;;1;79,50;12,794498794167280;1,924100088423083;0072.png
;;2;62,00;5,656854249492381;0,000000000000000;0072.png
;;0;109,50;0,000000000000000;0,000000000000000;0073.png
;;1;66,00;3,265986323710904;0,000000000000000;0073.png
;;2;63,00;6,052283110938236;1,695889732428958;0073.png
;;0;2485,50;7,097764472921568;3,093922554118484;0074.png
;;1;189,50;4,155374705678736;1,905471133100374;0074.png
;;2;172,50;13,709955786289514;4,991459041041487;0074.png
;;0;3540,00;2,000000000000000;0,000000000000000;0075.png
;;1;106,50;4,976979969245306;1,797128372078910;0075.png
;;2;63,00;18,860215615242439;3,030596719125710;0075.png
;;0;99,00;10,997634560178083;3,754851405951589;0076.png
;;1;34,50;4,155374705678736;1,905471133100374;0076.png
;;2;32,50;0,000000000000000;0,000000000000000;0076.png
;;0;5559,50;6,000000000000000;1,959591794226542;0077.png
;;1;4738,00;13,802740343632395;1,677497807885102;0077.png
;;2;128,00;6,410747983365109;1,964939688573319;0077.png
;;0;1473,50;5,311578320742263;2,045042168517770;0078.png
;;1;35,50;17,635546037494294;1,974527427758243;0078.png
;;2;27,50;13,808210118138652;0,000000000000000;0078.png
;;0;3324,50;4,472135954999580;0,000000000000000;0079.png
;;1;103,00;3,265986323710904;0,000000000000000;0079.png
;;2;70,50;2,000000000000000;0,000000000000000;0079.png
;;0;4352,00;5,656854249492381;0,000000000000000;0080.png
;;1;724,50;2,000000000000000;0,000000000000000;0080.png
;;2;112,00;7,304621148395339;2,496722048912666;0080.png
;;0;2006,50;8,000000000000000;0,000000000000000;0081.png
;;1;761,00;5,163977794943222;1,490711984999860;0081.png
;;2;132,50;4,472135954999580;0,000000000000000;0081.png
;;0;552,50;2,000000000000000;0,000000000000000;0082.png
;;1;41,00;0,000000000000000;0,000000000000000;0082.png
;;2;22,00;2,000000000000000;2,000000000000000;0082.png
;;0;118,00;5,656854249492381;0,000000000000000;0083.png
;;1;76,00;6,325392207287136;3,420344424841570;0083.png
;;2;73,00;4,472135954999580;0,000000000000000;0083.png
;;0;3891,00;2,000000000000000;0,000000000000000;0084.png
;;1;98,00;3,265986323710904;0,000000000000000;0084.png
;;2;58,00;5,327693424801688;2,922115619615655;0084.png
;;0;88,00;6,870164838622471;2,527179041287643;0085.png
;;1;76,50;3,265986323710904;0,000000000000000;0085.png
;;2;57,00;9,169087993043243;1,880615395214858;0085.png
;;0;2523,50;4,000000000000000;1,632993161855452;0086.png
;;1;167,50;3,265986323710904;0,000000000000000;0086.png
;;2;51,00;7,204379064215801;3,700445132842157;0086.png
;;0;34,00;2,000000000000000;0,000000000000000;0087.png
;;1;14,00;18,815231944084665;1,966996967110669;0087.png
;;2;13,50;5,366563145999495;2,190890230020665;0087.png
;;0;2333,50;4,472135954999580;2,000000000000000;0088.png
;;1;52,00;4,472135954999580;0,000000000000000;0088.png
;;2;32,00;0,000000000000000;0,000000000000000;0088.png
;;0;5977,00;5,656854249492381;0,000000000000000;0089.png
;;1;2585,00;4,507893913753563;2,104493398028036;0089.png
;;2;55,00;3,098386676965933;1,788854381999832;0089.png
;;0;6004,50;6,343898075098332;1,853363756191339;0090.png
;;1;3848,00;0,000000000000000;0,000000000000000;0090.png
;;2;2581,00;7,049811475828224;1,786818440343553;0090.png
;;0;121,50;6,831300510639732;0,000000000000000;0091.png
;;1;44,00;8,000000000000000;0,000000000000000;0091.png
;;2;26,00;0,000000000000000;0,000000000000000;0091.png
;;0;53,00;2,309401076758503;1,333333333333333;0092.png
;;1;33,00;2,000000000000000;2,000000000000000;0092.png
;;2;11,00;4,472135954999580;0,000000000000000;0092.png
;;0;2029,50;7,000091071529563;1,904422265109768;0093.png
;;1;1995,00;4,569200140512701;2,757246828983344;0093.png
;;2;105,00;9,776625254687104;2,538166658720235;0093.png
;;0;28,50;3,236067977499790;1,236067977499790;0094.png
;;1;11,00;3,265986323710904;0,000000000000000;0094.png
;;2;10,50;2,000000000000000;0,000000000000000;0094.png
;;0;429,50;5,656854249492381;0,000000000000000;0095.png
;;1;33,00;2,000000000000000;0,000000000000000;0095.png
;;2;33,00;6,886458072263693;2,444001825510005;0095.png
;;0;504,00;0,000000000000000;0,000000000000000;0096.png
;;1;63,00;0,000000000000000;0,000000000000000;0096.png
;;2;56,00;2,000000000000000;0,000000000000000;0096.png
;;0;491,00;0,000000000000000;0,000000000000000;0097.png
;;1;34,00;3,265986323710904;0,000000000000000;0097.png
;;2;15,00;4,472135954999580;0,000000000000000;0097.png
;;0;53,00;3,265986323710904;0,000000000000000;0098.png
;;1;23,00;3,265986323710904;0,000000000000000;0098.png
;;2;12,50;4,341695451102850;1,276589444525070;0098.png
;;0;34,00;13,955305294043805;1,978919103121602;0099.png
;;1;16,50;5,672452304781605;1,560618386389525;0099.png
;;2;14,00;8,272431330206533;2,682009967332717;0099.png
;;0;38,00;6,052283110938236;1,695889732428958;0100.png
;;1;16,50;9,529675494243438;1,321842821779686;0100.png
;;2;15,00;13,073253969622831;1,522070074736227;0100.png
;;0;44,50;6,586417573021535;1,685623260404093;0101.png
;;1;38,00;2,828427124746190;0,000000000000000;0101.png
;;2;33,50;3,265986323710904;0,000000000000000;0101.png
;;0;47,50;2,309401076758503;1,333333333333333;0102.png
;;1;44,00;7,610212274206421;3,993091855075217;0102.png
;;2;28,50;10,145852905445730;3,228424913513189;0102.png
;;0;30,00;4,472135954999580;0,000000000000000;0103.png
;;1;23,00;6,831300510639732;0,000000000000000;0103.png
;;2;20,00;0,000000000000000;0,000000000000000;0103.png
;;0;3900,50;4,472135954999580;0,000000000000000;0104.png
;;1;927,50;2,000000000000000;0,000000000000000;0104.png
;;2;79,00;4,472135954999580;2,000000000000000;0104.png
;;0;4555,50;9,575194664791034;1,860729372591286;0105.png
;;1;110,00;0,000000000000000;0,000000000000000;0105.png
;;2;66,50;6,831300510639732;0,000000000000000;0105.png
;;0;2251,00;4,507893913753563;2,104493398028036;0106.png
;;1;79,50;0,000000000000000;0,000000000000000;0106.png
;;2;51,00;5,444424563872507;2,253495322449476;0106.png
;;0;657,00;2,000000000000000;0,000000000000000;0107.png
;;1;46,50;2,000000000000000;0,000000000000000;0107.png
;;2;16,50;4,363338213437162;1,655009792399060;0107.png
;;0;86,50;8,196221964871601;1,712616890512122;0108.png
;;1;64,00;0,000000000000000;0,000000000000000;0108.png
;;2;49,50;2,000000000000000;0,000000000000000;0108.png
;;0;55,00;4,472135954999580;0,000000000000000;0109.png
;;1;39,00;4,100618600451318;2,486951365353307;0109.png
;;2;13,50;7,759785301043095;3,611361298571905;0109.png
;;0;468,00;3,098386676965933;1,788854381999832;0110.png
;;1;160,00;2,828427124746190;1,732050807568877;0110.png
;;2;72,50;2,000000000000000;0,000000000000000;0110.png
;;0;4905,50;4,098780306383840;2,993325909419153;0111.png
;;1;564,50;3,098386676965933;1,788854381999832;0111.png
;;2;70,00;12,165525060596439;1,959591794226545;0111.png
;;0;589,50;5,236067977499790;0,763932022500210;0112.png
;;1;72,00;6,721344403334447;3,067859955389482;0112.png
;;2;56,00;5,656854249492381;0,000000000000000;0112.png
;;0;484,00;8,493727735702040;1,921802238952664;0113.png
;;1;45,50;2,828427124746190;1,732050807568877;0113.png
;;2;20,50;3,265986323710904;0,000000000000000;0113.png
;;0;41,50;2,000000000000000;0,000000000000000;0114.png
;;1;29,00;3,236067977499790;1,236067977499790;0114.png
;;2;19,00;7,554371880072024;1,975317619716008;0114.png
;;0;3558,50;2,000000000000000;0,000000000000000;0115.png
;;1;62,00;2,000000000000000;0,000000000000000;0115.png
;;2;51,50;5,656854249492381;0,000000000000000;0115.png
;;0;123,50;5,163977794943222;1,490711984999860;0116.png
;;1;93,50;2,000000000000000;0,000000000000000;0116.png
;;2;70,00;8,261297173761164;1,936741853424405;0116.png
;;0;106,50;2,000000000000000;0,000000000000000;0117.png
;;1;63,00;2,309401076758503;1,333333333333333;0117.png
;;2;53,00;8,246211251235321;1,979486637221575;0117.png
;;0;54,50;3,265986323710904;0,000000000000000;0118.png
;;1;17,00;4,976979969245306;1,797128372078910;0118.png
;;2;17,00;0,000000000000000;0,000000000000000;0118.png
;;0;4011,50;3,098386676965933;1,788854381999832;0119.png
;;1;59,00;4,472135954999580;0,000000000000000;0119.png
;;2;48,50;0,000000000000000;0,000000000000000;0119.png
;;0;47,00;6,831300510639732;2,000000000000000;0120.png
;;1;12,00;2,000000000000000;0,000000000000000;0120.png
;;2;11,50;9,190019298244684;1,486678164417898;0120.png
;;0;29397,00;4,472135954999580;0,000000000000000;0121.png
;;1;13677,50;2,828427124746190;0,000000000000000;0121.png
;;2;1840,00;2,309401076758503;1,333333333333333;0121.png
;;0;29424,50;6,454602252376952;3,310639211063720;0122.png
;;1;14996,50;4,250443670471930;2,612014068307059;0122.png
;;2;8568,00;2,000000000000000;0,000000000000000;0122.png
;;0;29463,50;15,588094465614448;4,166343525094487;0123.png
;;1;14546,50;6,897088089272231;1,932863423210776;0123.png
;;2;3178,00;6,075474289136743;2,649076489057768;0123.png
;;0;28894,50;4,507893913753563;2,104493398028036;0124.png
;;1;13405,50;3,236067977499790;1,236067977499790;0124.png
;;2;7198,00;2,000000000000000;2,000000000000000;0124.png
;;0;29563,50;11,314843635710979;3,994949451630400;0125.png
;;1;13947,00;13,437426915288766;4,081931757648441;0125.png
;;2;6701,50;7,217649252015070;3,190163665575469;0125.png
;;0;29683,00;6,410773181397356;1,965193938693184;0126.png
;;1;13965,00;5,656854249492381;2,000000000000000;0126.png
;;2;3311,50;23,340095452499803;5,888846366805479;0126.png
;;0;29686,00;6,843275670546393;2,944414729094360;0127.png
;;1;14122,50;18,525615484061248;4,333450668678193;0127.png
;;2;3281,50;2,000000000000000;0,000000000000000;0127.png
;;0;29651,00;11,489741291179055;4,011884851509957;0128.png
;;1;13980,50;2,828427124746190;1,732050807568877;0128.png
;;2;1923,00;2,000000000000000;0,000000000000000;0128.png
;;0;29729,00;5,876837803440551;2,884427202963337;0129.png
;;1;8228,00;4,886449919442066;3,653367895613989;0129.png
;;2;1863,50;14,328813225065840;7,110571449987969;0129.png
;;0;29713,50;5,033222956847167;2,905932629027116;0130.png
;;1;3535,00;8,278704359656585;3,740432047662519;0130.png
;;2;1051,00;3,265986323710904;2,000000000000000;0130.png
;;0;35521,00;0,000000000000000;0,000000000000000;0131.png
;;1;29545,00;2,000000000000000;0,000000000000000;0131.png
;;2;1435,00;2,309401076758503;1,333333333333333;0131.png
;;0;29754,50;4,898979485566356;1,936491673103709;0132.png
;;1;5424,50;5,904075964191260;2,609320539091684;0132.png
;;2;885,00;2,000000000000000;0,000000000000000;0132.png
;;0;29746,50;12,612864576977659;3,886963419995992;0133.png
;;1;2144,50;3,098386676965933;1,788854381999832;0133.png
;;2;901,50;0,000000000000000;0,000000000000000;0133.png
;;0;29725,50;2,000000000000000;0,000000000000000;0134.png
;;1;1868,00;7,831797897183566;3,137355112086156;0134.png
;;2;852,50;5,695556700721194;2,484392102065171;0134.png
;;0;29764,50;2,000000000000000;0,000000000000000;0135.png
;;1;4266,50;2,309401076758503;1,333333333333333;0135.png
;;2;1749,00;0,000000000000000;0,000000000000000;0135.png
;;0;29695,00;15,974866377825615;4,760751550094562;0136.png
;;1;8982,50;6,342284798713821;2,973565233632895;0136.png
;;2;3700,50;7,267137657458658;2,761559390552063;0136.png
;;0;35405,50;2,000000000000000;0,000000000000000;0137.png
;;1;29538,50;3,265986323710904;0,000000000000000;0137.png
;;2;8859,50;2,000000000000000;0,000000000000000;0137.png
;;0;29803,50;7,262260789508211;2,697655649438851;0138.png
;;1;8906,50;2,000000000000000;0,000000000000000;0138.png
;;2;5385,00;4,558358104108395;2,970079358318447;0138.png
;;0;29676,00;3,829708431025352;1,885618083164127;0139.png
;;1;8970,50;6,564696009802764;3,292759678275908;0139.png
;;2;2196,50;6,055509193551325;4,136252674171776;0139.png
;;0;29797,50;5,830024994442534;2,544330654913134;0140.png
;;1;8990,50;4,507893913753563;2,104493398028036;0140.png
;;2;2437,00;7,191412392363815;2,346446254483227;0140.png
;;0;29647,50;2,000000000000000;2,000000000000000;0141.png
;;1;8806,50;14,599137482556353;4,168379642864938;0141.png
;;2;4885,00;6,910124541010887;2,986108754614563;0141.png
;;0;35236,00;3,464101615137754;1,414213562373095;0142.png
;;1;29610,50;7,554371880072024;1,975317619716008;0142.png
;;2;3369,00;4,093338188813542;1,563516060678838;0142.png
;;0;29885,00;7,200621590674109;3,637450852990026;0143.png
;;1;6709,00;2,828427124746190;0,000000000000000;0143.png
;;2;4444,50;3,265986323710904;0,000000000000000;0143.png
;;0;29779,50;3,885753375057407;2,795442890696132;0144.png
;;1;3975,00;23,412156366443064;7,346209902647561;0144.png
;;2;2610,50;5,189483704979297;2,630684045106107;0144.png
;;0;30233,50;7,558721261499240;4,673898236771318;0145.png
;;1;4606,00;2,000000000000000;0,000000000000000;0145.png
;;2;2670,00;0,000000000000000;0,000000000000000;0145.png
;;0;29836,50;6,471106642514547;3,290996987866333;0146.png
;;1;9890,50;4,919459827476725;3,375877388463233;0146.png
;;2;5187,50;7,718100141287419;3,631977531259178;0146.png
;;0;35420,50;3,265986323710904;0,000000000000000;0147.png
;;1;29770,00;5,196736578748782;2,565288636898107;0147.png
;;2;8310,00;6,169170661855025;3,889335279038601;0147.png
;;0;36793,00;16,896057514606614;7,878739071196248;0148.png
;;1;29918,50;16,492544488552149;4,587544339838865;0148.png
;;2;3944,00;14,677383730658072;4,202478622920069;0148.png
;;0;35702,50;4,472135954999580;2,000000000000000;0149.png
;;1;29806,00;4,341695451102850;1,276589444525070;0149.png
;;2;1760,50;8,327896461408185;1,932588400181151;0149.png
;;0;35868,00;5,839018474503635;2,259615731580316;0150.png
;;1;29841,50;9,751727607618619;4,349329200905180;0150.png
;;2;1734,00;3,023715784073818;2,799416848895061;0150.png
;;0;29915,00;3,236067977499790;1,236067977499790;0151.png
;;1;8666,00;6,334195111074454;3,755022572110947;0151.png
;;2;1964,00;6,749143921233963;3,780086815202877;0151.png
;;0;30233,00;5,731928671776635;2,902257778099778;0152.png
;;1;10097,00;8,752598684652131;4,880754893614458;0152.png
;;2;1927,50;2,000000000000000;0,000000000000000;0152.png
;;0;30167,00;2,000000000000000;0,000000000000000;0153.png
;;1;10604,00;6,842316735992748;4,188736501110658;0153.png
;;2;5130,50;2,828427124746190;0,000000000000000;0153.png
;;0;30322,50;4,132908103676025;2,864091692640617;0154.png
;;1;3373,50;11,466600381562172;10,002756593276455;0154.png
;;2;3085,00;8,131503325484839;2,500730626762709;0154.png
;;0;30240,50;4,000000000000000;1,385640646055102;0155.png
;;1;5400,50;6,910694415125243;2,443501127989339;0155.png
;;2;3079,50;5,311578320742263;2,045042168517770;0155.png
;;0;30288,50;2,309401076758503;1,333333333333333;0156.png
;;1;5616,00;2,000000000000000;0,000000000000000;0156.png
;;2;4703,50;15,133844762190405;7,227822336101345;0156.png
;;0;15391,50;4,976979969245306;1,797128372078910;0157.png
;;1;9026,50;9,464319866878812;3,904225401794224;0157.png
;;2;3851,50;3,023715784073818;2,799416848895060;0157.png
;;0;15737,50;4,796702691401646;1,764679084109074;0158.png
;;1;10295,00;7,794302879834810;2,597853463419133;0158.png
