Classe;n_contorno;Área;Diâmetro;Minor;Diretorio;Imagem
;2;3843,5;6,396357479416215;3,496056845168861;.\augmentedDataset\contrast_stretching;0207.png
;0;9653,0;5,387154321216229;2,556193238970183;.\augmentedDataset\contrast_stretching;0208.png
;1;4157,0;10,92365765071606;8,467228025955881;.\augmentedDataset\contrast_stretching;0208.png
;2;3725,0;7,500728486931646;2,437858445026118;.\augmentedDataset\contrast_stretching;0208.png
;0;9551,5;10,830448837816236;3,962496431726461;.\augmentedDataset\contrast_stretching;0214.png
;1;4095,0;12,24700450767926;3,46844128946399;.\augmentedDataset\contrast_stretching;0214.png
;2;822,5;4,0;1,632993161855452;.\augmentedDataset\contrast_stretching;0214.png
;0;10304,5;6,62710136902179;3,20453232854804;.\augmentedDataset\contrast_stretching;0216.png
;1;3788,0;7,617585251569659;3,086737839633284;.\augmentedDataset\contrast_stretching;0216.png
;2;1988,5;4,155374705678736;1,905471133100374;.\augmentedDataset\contrast_stretching;0216.png
;0;10334,5;3,829708431025352;1,885618083164127;.\augmentedDataset\contrast_stretching;0217.png
;1;4412,0;4,155374705678736;1,905471133100374;.\augmentedDataset\contrast_stretching;0217.png
;2;3810,5;3,098386676965933;1,788854381999832;.\augmentedDataset\contrast_stretching;0217.png
;0;35389,0;3,23606797749979;1,23606797749979;.\augmentedDataset\contrast_stretching;0221.png
;1;3944,0;5,656854249492381;2,0;.\augmentedDataset\contrast_stretching;0221.png
;2;2639,0;10,44522791655984;4,654608454111301;.\augmentedDataset\contrast_stretching;0221.png
;0;35332,5;2,309401076758503;1,333333333333333;.\augmentedDataset\contrast_stretching;0222.png
;1;2614,0;10,79230352413712;4,06991976906604;.\augmentedDataset\contrast_stretching;0222.png
;2;2432,0;2,309401076758503;1,333333333333333;.\augmentedDataset\contrast_stretching;0222.png
;0;35358,0;3,098386676965933;1,788854381999832;.\augmentedDataset\contrast_stretching;0224.png
;1;4473,0;13,932877227263024;4,365195547740723;.\augmentedDataset\contrast_stretching;0224.png
;2;2631,0;6,052283110938236;1,695889732428958;.\augmentedDataset\contrast_stretching;0224.png
;0;14530,5;11,011177327590753;4,587766631948018;.\augmentedDataset\contrast_stretching;0228.png
;1;12242,5;8,826618739325886;4,411313922117765;.\augmentedDataset\contrast_stretching;0228.png
;2;3838,0;4,093338188813543;1,563516060678838;.\augmentedDataset\contrast_stretching;0228.png
;0;8013,0;3,098386676965933;1,788854381999832;.\augmentedDataset\contrast_stretching;0231.png
;1;1560,5;4,907725735659753;3,279400065550629;.\augmentedDataset\contrast_stretching;0231.png
;2;969,0;7,002433018147129;3,440500390564433;.\augmentedDataset\contrast_stretching;0231.png
;0;8071,5;4,346129984141888;3,067356324605907;.\augmentedDataset\contrast_stretching;0232.png
;1;1665,0;6,225841936162078;2,548201337364874;.\augmentedDataset\contrast_stretching;0232.png
;2;684,5;3,098386676965933;1,788854381999832;.\augmentedDataset\contrast_stretching;0232.png
;0;7935,0;16,019746088712797;3,745988068747113;.\augmentedDataset\contrast_stretching;0233.png
;1;4755,0;4,155374705678736;1,905471133100374;.\augmentedDataset\contrast_stretching;0233.png
;2;701,0;10,108520423281464;5,806704302106449;.\augmentedDataset\contrast_stretching;0233.png
;0;3886,5;4,760952285695234;3,333333333333334;.\augmentedDataset\contrast_stretching;0234.png
;1;1786,5;9,457523169432957;2,674930933620312;.\augmentedDataset\contrast_stretching;0234.png
;2;1582,5;3,703280399090206;2,138089935299395;.\augmentedDataset\contrast_stretching;0234.png
;0;3498,0;2,309401076758503;1,333333333333333;.\augmentedDataset\contrast_stretching;0266.png
;1;38,0;3,265986323710904;2,0;.\augmentedDataset\contrast_stretching;0266.png
;2;35,0;15,749065378024037;12,722567977841724;.\augmentedDataset\contrast_stretching;0266.png
;0;172,5;4,743365517193277;1,349252967497849;.\augmentedDataset\contrast_stretching;0276.png
;1;161,0;7,000091071529563;1,904422265109768;.\augmentedDataset\contrast_stretching;0276.png
;2;18,0;5,23606797749979;0,76393202250021;.\augmentedDataset\contrast_stretching;0276.png
;0;304,0;3,098386676965933;1,788854381999832;.\augmentedDataset\contrast_stretching;0277.png
;1;22,5;2,309401076758503;1,333333333333333;.\augmentedDataset\contrast_stretching;0277.png
;2;7,0;4,155374705678736;1,905471133100374;.\augmentedDataset\contrast_stretching;0277.png
;0;588,5;8,812248256824539;1,164743035654325;.\augmentedDataset\contrast_stretching;0312.png
;1;100,0;4,952443034793325;2,34478130006868;.\augmentedDataset\contrast_stretching;0312.png
;2;13,0;8,163059172152348;2,04475744265101;.\augmentedDataset\contrast_stretching;0312.png
;0;375,0;5,896459480240757;1,342830655483958;.\augmentedDataset\contrast_stretching;0323.png
;1;24,0;12,552840112298991;2,266483822291766;.\augmentedDataset\contrast_stretching;0323.png
;2;22,0;3,098386676965933;1,788854381999832;.\augmentedDataset\contrast_stretching;0323.png
;0;449,5;4,82842712474619;0,82842712474619;.\augmentedDataset\contrast_stretching;0355.png
;1;113,5;11,451016770113162;1,555918248897995;.\augmentedDataset\contrast_stretching;0355.png
;2;14,5;8,974738099370164;3,23005914757965;.\augmentedDataset\contrast_stretching;0355.png
;0;64,5;11,727755468091052;4,890151208414139;.\augmentedDataset\contrast_stretching;0370.png
;1;22,5;3,464101615137754;1,414213562373095;.\augmentedDataset\contrast_stretching;0370.png
;2;7,0;11,492294963754729;3,279302232598333;.\augmentedDataset\contrast_stretching;0370.png
;0;982,5;10,037823294578128;2,284165525700803;.\augmentedDataset\contrast_stretching;0384.png
;1;60,0;5,722062231348572;1,898336859706381;.\augmentedDataset\contrast_stretching;0384.png
;2;35,0;2,309401076758503;1,333333333333333;.\augmentedDataset\contrast_stretching;0384.png
;0;328,0;5,283365896051478;2,38454289297554;.\augmentedDataset\contrast_stretching;0385.png
;1;47,0;6,343898075098332;1,853363756191339;.\augmentedDataset\contrast_stretching;0385.png
;2;19,5;13,896792040864364;4,158785580380539;.\augmentedDataset\contrast_stretching;0385.png
;0;1205,0;4,680205767201096;1,046744465787899;.\augmentedDataset\contrast_stretching;0387.png
;1;919,0;31,153373248190903;4,048594449497799;.\augmentedDataset\contrast_stretching;0387.png
;2;663,5;6,204045653994718;2,148780011931926;.\augmentedDataset\contrast_stretching;0387.png
;0;419,0;3,919183588453085;3,098386676965934;.\augmentedDataset\contrast_stretching;0389.png
;1;126,5;13,934676878242866;11,792909487622683;.\augmentedDataset\contrast_stretching;0389.png
;2;113,0;8,675842836506481;3,743487904818597;.\augmentedDataset\contrast_stretching;0389.png
;0;93,5;4,363338213437162;1,65500979239906;.\augmentedDataset\contrast_stretching;0446.png
;1;16,0;10,144423098965683;8,977632203937265;.\augmentedDataset\contrast_stretching;0446.png
;2;6,0;3,126943839882286;2,309401076758503;.\augmentedDataset\contrast_stretching;0446.png
;0;1807,5;3,23606797749979;1,23606797749979;.\augmentedDataset\contrast_stretching;0471.png
;1;602,0;3,098386676965933;1,788854381999832;.\augmentedDataset\contrast_stretching;0471.png
;2;287,0;6,78001993402216;1,305679547981528;.\augmentedDataset\contrast_stretching;0471.png
;0;460,0;13,8602835007015;3,236067538991804;.\augmentedDataset\contrast_stretching;0473.png
;1;35,0;7,677942896641109;4,104270225722011;.\augmentedDataset\contrast_stretching;0473.png
;2;4,0;4,34169545110285;1,27658944452507;.\augmentedDataset\contrast_stretching;0473.png
;0;8566,5;9,922945802442454;4,827067298117472;.\augmentedDataset\contrast_stretching;0483.png
;1;494,0;2,0;2,0;.\augmentedDataset\contrast_stretching;0483.png
;2;268,0;3,265986323710904;2,0;.\augmentedDataset\contrast_stretching;0483.png
;0;1235,0;2,309401076758503;1,333333333333333;.\augmentedDataset\contrast_stretching;0484.png
;1;301,5;5,321869122843981;1,782612980800892;.\augmentedDataset\contrast_stretching;0484.png
;2;204,0;4,346129984141888;3,067356324605906;.\augmentedDataset\contrast_stretching;0484.png
;0;89,5;4,0;1,632993161855452;.\augmentedDataset\contrast_stretching;0485.png
;1;46,5;3,885753375057407;2,795442890696132;.\augmentedDataset\contrast_stretching;0485.png
;2;46,5;4,976979969245306;1,79712837207891;.\augmentedDataset\contrast_stretching;0485.png
;0;4262,5;2,309401076758503;1,333333333333333;.\augmentedDataset\contrast_stretching;0489.png
;1;1090,0;2,309401076758503;1,333333333333333;.\augmentedDataset\contrast_stretching;0489.png
;2;288,0;2,82842712474619;1,732050807568877;.\augmentedDataset\contrast_stretching;0489.png
;0;33,0;8,980244532669124;4,893491506278507;.\augmentedDataset\contrast_stretching;0495.png
;1;20,5;2,309401076758503;1,333333333333333;.\augmentedDataset\contrast_stretching;0495.png
;2;16,5;14,272782664285288;3,691402244172448;.\augmentedDataset\contrast_stretching;0495.png
;0;6896,0;3,677088528342677;0,837402040213009;.\augmentedDataset\contrast_stretching;0504.png
;1;195,0;5,831241540715292;3,135818360127691;.\augmentedDataset\contrast_stretching;0504.png
;2;87,5;5,438198096416778;2,232935615759875;.\augmentedDataset\contrast_stretching;0504.png
;0;47,0;4,155374705678736;1,905471133100374;.\augmentedDataset\contrast_stretching;0508.png
;1;47,0;3,464101615137754;2,738612787525831;.\augmentedDataset\contrast_stretching;0508.png
;2;42,5;4,155374705678736;1,905471133100374;.\augmentedDataset\contrast_stretching;0508.png
;0;298,0;4,507893913753563;2,104493398028036;.\augmentedDataset\contrast_stretching;0509.png
;1;287,5;9,27600667691819;2,016633640719168;.\augmentedDataset\contrast_stretching;0509.png
;2;139,0;6,199798383818623;3,16227766016838;.\augmentedDataset\contrast_stretching;0509.png
;0;66,5;3,464101615137754;2,738612787525831;.\augmentedDataset\contrast_stretching;0514.png
;1;58,0;4,603066923192716;2,758944526555245;.\augmentedDataset\contrast_stretching;0514.png
;2;53,5;4,0;1,632993161855452;.\augmentedDataset\contrast_stretching;0514.png
;0;4601,5;3,464101615137754;2,738612787525831;.\augmentedDataset\contrast_stretching;0517.png
;1;748,5;2,309401076758503;1,333333333333333;.\augmentedDataset\contrast_stretching;0517.png
;2;330,5;4,976979969245306;1,79712837207891;.\augmentedDataset\contrast_stretching;0517.png
;0;80,5;3,464101615137754;1,414213562373095;.\augmentedDataset\contrast_stretching;0522.png
;1;61,0;2,82842712474619;1,732050807568877;.\augmentedDataset\contrast_stretching;0522.png
;2;58,0;8,0;2,0;.\augmentedDataset\contrast_stretching;0522.png
;0;170,5;5,656854249492381;2,0;.\augmentedDataset\contrast_stretching;0524.png
;1;98,5;14,760023138360614;4,90853511294962;.\augmentedDataset\contrast_stretching;0524.png
;2;78,0;5,407508708767874;2,350379046742255;.\augmentedDataset\contrast_stretching;0524.png
;0;32,5;2,0;2,0;.\augmentedDataset\contrast_stretching;0525.png
;1;24,0;4,807401700618652;2,309401076758502;.\augmentedDataset\contrast_stretching;0525.png
;2;20,0;8,199213623250282;2,864925654776818;.\augmentedDataset\contrast_stretching;0525.png
;0;48,5;4,610834905547121;3,068857674151979;.\augmentedDataset\contrast_stretching;0530.png
;1;41,5;3,098386676965933;1,788854381999832;.\augmentedDataset\contrast_stretching;0530.png
;2;35,5;3,703280399090206;2,138089935299395;.\augmentedDataset\contrast_stretching;0530.png
;0;6287,5;3,098386676965933;1,788854381999832;.\augmentedDataset\contrast_stretching;0532.png
;1;79,5;4,312594463574638;2,660928660904759;.\augmentedDataset\contrast_stretching;0532.png
;2;68,5;6,939208577983597;2,289941924019228;.\augmentedDataset\contrast_stretching;0532.png
;0;1076,0;4,0;1,632993161855452;.\augmentedDataset\contrast_stretching;0536.png
;1;304,5;3,126943839882286;2,309401076758503;.\augmentedDataset\contrast_stretching;0536.png
;2;206,5;2,309401076758503;1,333333333333333;.\augmentedDataset\contrast_stretching;0536.png
;0;3289,5;2,309401076758503;1,333333333333333;.\augmentedDataset\contrast_stretching;0539.png
;1;506,5;5,189483704979297;2,630684045106107;.\augmentedDataset\contrast_stretching;0539.png
;2;499,0;4,100618600451318;2,486951365353307;.\augmentedDataset\contrast_stretching;0539.png
;0;7836,5;2,0;2,0;.\augmentedDataset\contrast_stretching;0542.png
;1;220,0;4,363338213437162;1,65500979239906;.\augmentedDataset\contrast_stretching;0542.png
;2;188,5;4,507893913753563;2,104493398028036;.\augmentedDataset\contrast_stretching;0542.png
;0;59,5;5,537749241945383;2,748737083745107;.\augmentedDataset\contrast_stretching;0543.png
;1;42,5;4,155374705678736;1,905471133100374;.\augmentedDataset\contrast_stretching;0543.png
;2;41,0;10,512556405629748;2,695168936491874;.\augmentedDataset\contrast_stretching;0543.png
;0;319,0;2,309401076758503;1,333333333333333;.\augmentedDataset\contrast_stretching;0545.png
;1;209,5;4,363338213437162;1,65500979239906;.\augmentedDataset\contrast_stretching;0545.png
;2;179,5;3,58207009541767;2,471345654035172;.\augmentedDataset\contrast_stretching;0545.png
;0;5100,0;3,098386676965933;1,788854381999832;.\augmentedDataset\contrast_stretching;0549.png
;1;618,5;4,268749491621899;3,829708431025352;.\augmentedDataset\contrast_stretching;0549.png
;2;295,5;4,47213595499958;2,0;.\augmentedDataset\contrast_stretching;0549.png
;0;1312,5;3,265986323710904;2,0;.\augmentedDataset\contrast_stretching;0555.png
;1;518,5;3,58207009541767;2,471345654035172;.\augmentedDataset\contrast_stretching;0555.png
;2;134,0;5,274258481434536;1,946056459258261;.\augmentedDataset\contrast_stretching;0555.png
;0;114,0;3,464101615137754;2,738612787525831;.\augmentedDataset\contrast_stretching;0559.png
;1;114,0;4,12040455632135;2,40255411848438;.\augmentedDataset\contrast_stretching;0559.png
;2;96,0;4,0;1,632993161855452;.\augmentedDataset\contrast_stretching;0559.png
;0;3930,5;5,366563145999495;2,190890230020665;.\augmentedDataset\contrast_stretching;0560.png
;1;1485,5;5,537749241945383;2,748737083745107;.\augmentedDataset\contrast_stretching;0560.png
;2;855,0;6,468355765954826;2,247056424286635;.\augmentedDataset\contrast_stretching;0560.png
;0;93,5;3,098386676965933;1,788854381999832;.\augmentedDataset\contrast_stretching;0564.png
;1;85,0;10,896717579520528;4,142798638610084;.\augmentedDataset\contrast_stretching;0564.png
;2;78,0;3,23606797749979;1,23606797749979;.\augmentedDataset\contrast_stretching;0564.png
;0;127,0;5,196736578748781;2,565288636898106;.\augmentedDataset\contrast_stretching;0565.png
;1;119,5;4,541385054734408;2,774134420794162;.\augmentedDataset\contrast_stretching;0565.png
;2;108,0;2,0;2,0;.\augmentedDataset\contrast_stretching;0565.png
;0;624,5;2,0;2,0;.\augmentedDataset\contrast_stretching;0567.png
;1;593,0;3,098386676965933;1,788854381999832;.\augmentedDataset\contrast_stretching;0567.png
;2;244,5;2,0;2,0;.\augmentedDataset\contrast_stretching;0567.png
;0;152,5;6,34001103350453;0,874219706390114;.\augmentedDataset\contrast_stretching;0572.png
;1;149,5;8,1962219648716;1,712616890512122;.\augmentedDataset\contrast_stretching;0572.png
;2;126,5;5,738866430431609;2,637100866966231;.\augmentedDataset\contrast_stretching;0572.png
;0;111,0;2,82842712474619;1,732050807568877;.\augmentedDataset\contrast_stretching;0574.png
;1;101,0;3,829708431025352;1,885618083164127;.\augmentedDataset\contrast_stretching;0574.png
;2;87,5;5,967366459522714;2,749933666636243;.\augmentedDataset\contrast_stretching;0574.png
;0;193,5;5,28447687855656;2,018490554845656;.\augmentedDataset\contrast_stretching;0582.png
;1;151,0;6,199798383818623;3,16227766016838;.\augmentedDataset\contrast_stretching;0582.png
;2;121,0;7,523496817183618;3,711759815920767;.\augmentedDataset\contrast_stretching;0582.png
;0;7555,5;10,67952609994598;4,346747583156676;.\augmentedDataset\contrast_stretching;0589.png
;1;3273,0;3,098386676965933;1,788854381999832;.\augmentedDataset\contrast_stretching;0589.png
;2;500,0;12,346620617192018;2,495521188408473;.\augmentedDataset\contrast_stretching;0589.png
;0;539,0;2,0;2,0;.\augmentedDataset\contrast_stretching;0590.png
;1;298,5;2,309401076758503;1,333333333333333;.\augmentedDataset\contrast_stretching;0590.png
;2;164,5;4,12040455632135;2,40255411848438;.\augmentedDataset\contrast_stretching;0590.png
;0;28,0;7,821115896906301;2,418791907218324;.\augmentedDataset\contrast_stretching;0594.png
;1;25,0;2,309401076758503;1,333333333333333;.\augmentedDataset\contrast_stretching;0594.png
;2;23,0;8,06864799197676;3,662632658849055;.\augmentedDataset\contrast_stretching;0594.png
;0;351,0;13,368859284288469;2,24752735571155;.\augmentedDataset\contrast_stretching;0596.png
;1;282,5;9,92421130000281;2,992402799982143;.\augmentedDataset\contrast_stretching;0596.png
;2;163,5;3,098386676965933;1,788854381999832;.\augmentedDataset\contrast_stretching;0596.png
;0;3344,5;2,309401076758503;1,333333333333333;.\augmentedDataset\contrast_stretching;0597.png
;1;1183,0;4,533315962095487;3,011458300982113;.\augmentedDataset\contrast_stretching;0597.png
;2;1104,0;6,021007592560452;2,016796363128762;.\augmentedDataset\contrast_stretching;0597.png
;0;2623,0;7,491648016825107;1,940128573288203;.\augmentedDataset\contrast_stretching;0599.png
;1;463,0;21,164430217358117;1,774524938929603;.\augmentedDataset\contrast_stretching;0599.png
;2;397,0;12,869513617390906;3,955454367299675;.\augmentedDataset\contrast_stretching;0599.png
;0;5,5;7,964339385580151;3,584591769127523;.\augmentedDataset\exp_transform;0005.png
;1;4,5;7,795152825499744;3,970311096738027;.\augmentedDataset\exp_transform;0005.png
;2;3,5;5,196736578748781;2,565288636898106;.\augmentedDataset\exp_transform;0005.png
;0;391,0;2,309401076758503;1,333333333333333;.\augmentedDataset\exp_transform;0010.png
;1;249,5;4,796702691401646;1,764679084109074;.\augmentedDataset\exp_transform;0010.png
;2;205,0;6,831300510639732;2,0;.\augmentedDataset\exp_transform;0010.png
;0;249,0;3,23606797749979;1,23606797749979;.\augmentedDataset\exp_transform;0011.png
;1;172,0;3,23606797749979;1,23606797749979;.\augmentedDataset\exp_transform;0011.png
;2;97,5;6,586417573021535;1,685623260404093;.\augmentedDataset\exp_transform;0011.png
;0;613,0;5,321869122843981;1,782612980800892;.\augmentedDataset\exp_transform;0012.png
;1;245,5;6,410747983365109;1,964939688573319;.\augmentedDataset\exp_transform;0012.png
;2;127,5;2,0;2,0;.\augmentedDataset\exp_transform;0012.png
;0;3675,0;2,309401076758503;1,333333333333333;.\augmentedDataset\exp_transform;0026.png
;1;313,5;4,155374705678736;1,905471133100374;.\augmentedDataset\exp_transform;0026.png
;2;112,0;7,004060199219788;2,975428595644902;.\augmentedDataset\exp_transform;0026.png
;0;7,0;3,265986323710904;2,0;.\augmentedDataset\exp_transform;0028.png
;1;6,5;4,634736211286691;1,826347935745029;.\augmentedDataset\exp_transform;0028.png
;2;2,5;4,363338213437162;1,65500979239906;.\augmentedDataset\exp_transform;0028.png
;0;9,5;6,472425083728933;2,356301759104924;.\augmentedDataset\exp_transform;0034.png
;1;4,5;26,170036349093245;2,302770332913498;.\augmentedDataset\exp_transform;0034.png
;2;3,0;10,456419397498887;2,287180495321017;.\augmentedDataset\exp_transform;0034.png
;0;8,5;6,206600130033063;2,433630882101475;.\augmentedDataset\exp_transform;0035.png
;1;7,0;4,155374705678736;1,905471133100374;.\augmentedDataset\exp_transform;0035.png
;2;3,5;4,155374705678736;1,905471133100374;.\augmentedDataset\exp_transform;0035.png
;0;91,5;9,597568933577463;1,939502659247667;.\augmentedDataset\exp_transform;0038.png
;1;90,0;6,155367074350507;1,453085056010722;.\augmentedDataset\exp_transform;0038.png
;2;70,5;6,984716318104124;1,487863554096936;.\augmentedDataset\exp_transform;0038.png
;0;70,0;5,545131758410893;1,302289609229592;.\augmentedDataset\exp_transform;0043.png
;1;38,5;15,470984575151288;2,833412802993183;.\augmentedDataset\exp_transform;0043.png
;2;36,5;5,656854249492381;2,0;.\augmentedDataset\exp_transform;0043.png
;0;38,5;5,274258481434536;1,946056459258261;.\augmentedDataset\exp_transform;0070.png
;1;13,5;4,78294214680296;1,703303319468871;.\augmentedDataset\exp_transform;0070.png
;2;11,0;7,011524071160396;1,029928357586368;.\augmentedDataset\exp_transform;0070.png
;0;724,5;13,191866749702658;1,890674921314987;.\augmentedDataset\exp_transform;0080.png
;1;110,0;3,098386676965933;1,788854381999832;.\augmentedDataset\exp_transform;0080.png
;2;66,5;6,586417573021535;1,685623260404093;.\augmentedDataset\exp_transform;0080.png
;0;541,0;9,578869201274427;2,993927405400502;.\augmentedDataset\exp_transform;0082.png
;1;73,0;2,309401076758503;1,333333333333333;.\augmentedDataset\exp_transform;0082.png
;2;43,0;5,274258481434536;1,946056459258261;.\augmentedDataset\exp_transform;0082.png
;0;2436,0;7,000091071529563;1,904422265109768;.\augmentedDataset\exp_transform;0083.png
;1;114,5;3,885753375057407;2,795442890696132;.\augmentedDataset\exp_transform;0083.png
;2;113,0;7,000091071529563;1,904422265109768;.\augmentedDataset\exp_transform;0083.png
;0;59,0;6,410747983365109;1,964939688573319;.\augmentedDataset\exp_transform;0084.png
;1;21,0;4,47213595499958;2,0;.\augmentedDataset\exp_transform;0084.png
;2;19,5;3,829708431025352;1,885618083164126;.\augmentedDataset\exp_transform;0084.png
;0;2339,0;3,265986323710904;2,0;.\augmentedDataset\exp_transform;0086.png
;1;187,0;2,309401076758503;1,333333333333333;.\augmentedDataset\exp_transform;0086.png
;2;172,0;10,34416873877327;2,147237725821403;.\augmentedDataset\exp_transform;0086.png
;0;133,5;3,098386676965933;1,788854381999832;.\augmentedDataset\exp_transform;0091.png
;1;28,0;7,182900436301448;1,768033179038355;.\augmentedDataset\exp_transform;0091.png
;2;24,0;13,062286329092396;2,568832045702521;.\augmentedDataset\exp_transform;0091.png
;0;3731,5;6,153816133675019;2,872802807801619;.\augmentedDataset\exp_transform;0094.png
;1;49,0;4,972652484064489;2,745394340098455;.\augmentedDataset\exp_transform;0094.png
;2;25,5;6,0;1,732050807568877;.\augmentedDataset\exp_transform;0094.png
;0;2250,0;6,052283110938236;1,695889732428958;.\augmentedDataset\exp_transform;0106.png
;1;1270,5;5,656854249492381;2,0;.\augmentedDataset\exp_transform;0106.png
;2;76,0;9,759674232165072;3,611034229948465;.\augmentedDataset\exp_transform;0106.png
;0;64,0;8,010001139542341;3,168577242948384;.\augmentedDataset\exp_transform;0107.png
;1;58,5;4,0;1,385640646055102;.\augmentedDataset\exp_transform;0107.png
;2;49,0;2,309401076758503;1,333333333333333;.\augmentedDataset\exp_transform;0107.png
;0;42,5;3,829708431025352;1,885618083164127;.\augmentedDataset\exp_transform;0114.png
;1;30,5;3,098386676965933;1,788854381999832;.\augmentedDataset\exp_transform;0114.png
;2;14,5;3,651483716701108;2,10818510677892;.\augmentedDataset\exp_transform;0114.png
;0;3564,5;7,497087411305333;1,887399106858274;.\augmentedDataset\exp_transform;0115.png
;1;63,0;8,010001139542341;3,168577242948384;.\augmentedDataset\exp_transform;0115.png
;2;53,0;6,586417573021535;1,685623260404093;.\augmentedDataset\exp_transform;0115.png
;0;29444,0;6,0;2,913725436338735;.\augmentedDataset\exp_transform;0122.png
;1;14963,5;2,0;2,0;.\augmentedDataset\exp_transform;0122.png
;2;8560,5;2,0;2,0;.\augmentedDataset\exp_transform;0122.png
;0;28892,5;3,098386676965933;1,788854381999832;.\augmentedDataset\exp_transform;0124.png
;1;13406,5;4,312594463574638;2,660928660904759;.\augmentedDataset\exp_transform;0124.png
;2;7253,0;7,252652857171122;3,133493197660931;.\augmentedDataset\exp_transform;0124.png
;0;29538,5;4,708788181923399;2,504347879633133;.\augmentedDataset\exp_transform;0125.png
;1;13951,0;4,993927366567251;1,772659614960501;.\augmentedDataset\exp_transform;0125.png
;2;6122,5;5,971098560847527;1,859325976733425;.\augmentedDataset\exp_transform;0125.png
;0;29652,5;3,677088528342677;0,837402040213009;.\augmentedDataset\exp_transform;0128.png
;1;13980,0;6,753561505713558;1,608396049715853;.\augmentedDataset\exp_transform;0128.png
;2;1909,0;8,224302853776845;3,912140407674301;.\augmentedDataset\exp_transform;0128.png
;0;29735,0;7,383126900025359;3,221540946039771;.\augmentedDataset\exp_transform;0129.png
;1;8213,5;18,58163753670868;4,409708296984181;.\augmentedDataset\exp_transform;0129.png
;2;1859,0;3,464101615137754;1,414213562373095;.\augmentedDataset\exp_transform;0129.png
;0;29693,0;4,155374705678736;1,905471133100374;.\augmentedDataset\exp_transform;0130.png
;1;3453,0;6,519881334747113;4,172958788910623;.\augmentedDataset\exp_transform;0130.png
;2;1044,5;2,82842712474619;1,732050807568877;.\augmentedDataset\exp_transform;0130.png
;0;35509,0;3,098386676965933;1,788854381999832;.\augmentedDataset\exp_transform;0131.png
;1;29535,5;14,748716639640245;5,377186345460147;.\augmentedDataset\exp_transform;0131.png
;2;1443,0;3,23606797749979;1,23606797749979;.\augmentedDataset\exp_transform;0131.png
;0;29771,0;6,152778893515517;3,059589787093647;.\augmentedDataset\exp_transform;0135.png
;1;4267,5;6,668951607116287;2,621454412621226;.\augmentedDataset\exp_transform;0135.png
;2;1755,5;2,309401076758503;1,333333333333333;.\augmentedDataset\exp_transform;0135.png
;0;29800,5;12,727967539548048;5,119676475146691;.\augmentedDataset\exp_transform;0138.png
;1;8900,0;11,045114641762945;4,682136004818193;.\augmentedDataset\exp_transform;0138.png
;2;5369,5;5,876837803440551;2,884427202963337;.\augmentedDataset\exp_transform;0138.png
;0;29785,5;6,343898075098332;1,853363756191339;.\augmentedDataset\exp_transform;0140.png
;1;9015,0;13,477062671675386;4,559743230777641;.\augmentedDataset\exp_transform;0140.png
;2;2376,5;2,309401076758503;1,333333333333333;.\augmentedDataset\exp_transform;0140.png
;0;35224,0;5,876837803440551;2,884427202963337;.\augmentedDataset\exp_transform;0142.png
;1;29606,5;5,133805351608395;1,542315301534689;.\augmentedDataset\exp_transform;0142.png
;2;3355,5;12,482693745528396;4,017755201022863;.\augmentedDataset\exp_transform;0142.png
;0;30220,0;4,346129984141888;3,067356324605907;.\augmentedDataset\exp_transform;0145.png
;1;4604,5;8,98336291721993;3,795606501475985;.\augmentedDataset\exp_transform;0145.png
;2;2633,0;25,294393681888984;7,963936524349521;.\augmentedDataset\exp_transform;0145.png
;0;35416,0;9,933765923578871;4,949868127911678;.\augmentedDataset\exp_transform;0147.png
;1;29768,0;5,02282487445575;2,508232501294206;.\augmentedDataset\exp_transform;0147.png
;2;8289,0;3,464101615137754;1,414213562373095;.\augmentedDataset\exp_transform;0147.png
;0;35897,0;24,565986702034472;5,986892950819643;.\augmentedDataset\exp_transform;0150.png
;1;29840,5;9,748279415062948;7,912082434217933;.\augmentedDataset\exp_transform;0150.png
;2;1730,5;5,513329550938411;2,856353062614077;.\augmentedDataset\exp_transform;0150.png
;0;29886,5;6,463796898582411;3,468786306880801;.\augmentedDataset\exp_transform;0152.png
;1;10027,0;9,213866941068982;6,064365671055475;.\augmentedDataset\exp_transform;0152.png
;2;1433,5;5,996712533790388;2,413413092287231;.\augmentedDataset\exp_transform;0152.png
;0;30205,0;6,652876790111256;3,581215295367794;.\augmentedDataset\exp_transform;0153.png
;1;10274,5;15,233101607698524;4,390058702287785;.\augmentedDataset\exp_transform;0153.png
;2;5124,5;13,653907988064198;4,981577170514198;.\augmentedDataset\exp_transform;0153.png
;0;30310,5;4,47213595499958;2,0;.\augmentedDataset\exp_transform;0154.png
;1;3349,5;3,677088528342677;0,837402040213009;.\augmentedDataset\exp_transform;0154.png
;2;3066,5;8,313014490873785;4,941015973035201;.\augmentedDataset\exp_transform;0154.png
;0;30247,5;8,929680699762343;1,817174981761936;.\augmentedDataset\exp_transform;0155.png
;1;5446,0;3,677088528342677;0,837402040213009;.\augmentedDataset\exp_transform;0155.png
;2;3086,5;5,311578320742263;2,04504216851777;.\augmentedDataset\exp_transform;0155.png
;0;30304,0;5,67851206512977;3,315125379488864;.\augmentedDataset\exp_transform;0156.png
;1;5620,0;4,237378738251683;2,606649464084608;.\augmentedDataset\exp_transform;0156.png
;2;4650,0;4,34169545110285;1,27658944452507;.\augmentedDataset\exp_transform;0156.png
