Classe;n_contorno;Área;Diâmetro;Minor;Diretorio;Imagem
;1;11505,0;4,34169545110285;1,27658944452507;.\augmentedDataset\laplacian_img;0043.png
;2;5895,5;4,155374705678736;1,905471133100374;.\augmentedDataset\laplacian_img;0043.png
;0;10386,5;8,134559966799833;2,107410506877265;.\augmentedDataset\laplacian_img;0044.png
;1;9750,0;9,672669526706272;1,977081683246784;.\augmentedDataset\laplacian_img;0044.png
;2;8372,0;4,093338188813542;1,563516060678838;.\augmentedDataset\laplacian_img;0044.png
;0;9951,0;5,321869122843981;1,782612980800892;.\augmentedDataset\laplacian_img;0048.png
;1;8864,5;8,880938766732221;2,551792050880219;.\augmentedDataset\laplacian_img;0048.png
;2;3403,5;11,47175963682758;2,940347669086163;.\augmentedDataset\laplacian_img;0048.png
;0;9960,0;23,184664615257137;3,53450559054603;.\augmentedDataset\laplacian_img;0049.png
;1;8381,0;4,363338213437162;1,65500979239906;.\augmentedDataset\laplacian_img;0049.png
;2;3901,0;8,163824306746362;2,979180826158172;.\augmentedDataset\laplacian_img;0049.png
;0;14864,0;6,586417573021535;1,685623260404093;.\augmentedDataset\laplacian_img;0051.png
;1;11209,5;14,323107753921322;5,507139390787102;.\augmentedDataset\laplacian_img;0051.png
;2;11006,5;10,655522311688287;6,838117011657019;.\augmentedDataset\laplacian_img;0051.png
;0;10991,0;18,94725841014668;5,709358163572529;.\augmentedDataset\laplacian_img;0052.png
;1;10331,5;4,47213595499958;2,0;.\augmentedDataset\laplacian_img;0052.png
;2;7259,5;9,140710667579818;3,64233558195734;.\augmentedDataset\laplacian_img;0052.png
;0;9980,0;9,37964272235;1,760461722955017;.\augmentedDataset\laplacian_img;0053.png
;1;8087,0;7,40623431863439;1,895293555607324;.\augmentedDataset\laplacian_img;0053.png
;2;3740,0;9,081093996401986;3,011797123173543;.\augmentedDataset\laplacian_img;0053.png
;0;11192,0;12,84629850659271;2,916029307879444;.\augmentedDataset\laplacian_img;0054.png
;1;10975,5;28,944482206384286;9,033886174674498;.\augmentedDataset\laplacian_img;0054.png
;2;9190,5;6,831300510639732;3,771236166328253;.\augmentedDataset\laplacian_img;0054.png
;0;9844,5;8,35249726552048;3,170864792731046;.\augmentedDataset\laplacian_img;0055.png
;1;4125,0;3,829708431025352;1,885618083164127;.\augmentedDataset\laplacian_img;0055.png
;2;3220,5;8,49372773570204;1,921802238952664;.\augmentedDataset\laplacian_img;0055.png
;0;10070,0;6,343898075098332;1,853363756191339;.\augmentedDataset\laplacian_img;0058.png
;1;4394,0;12,747976991126036;10,058166586503972;.\augmentedDataset\laplacian_img;0058.png
;2;2422,0;3,265986323710904;2,0;.\augmentedDataset\laplacian_img;0058.png
;0;20102,5;9,261500668311184;1,700374087528435;.\augmentedDataset\laplacian_img;0060.png
;1;12099,0;9,647424208201665;5,246507943650403;.\augmentedDataset\laplacian_img;0060.png
;2;2990,5;5,215361924162119;2,529822128134703;.\augmentedDataset\laplacian_img;0060.png
;0;12710,5;5,954895063868443;3,058684571662709;.\augmentedDataset\laplacian_img;0061.png
;1;12527,5;4,242640687119285;2,449489742783178;.\augmentedDataset\laplacian_img;0061.png
;2;5131,0;5,274258481434536;1,946056459258261;.\augmentedDataset\laplacian_img;0061.png
;0;10045,0;10,8234050378884;3,925371405067553;.\augmentedDataset\laplacian_img;0063.png
;1;4979,0;8,219287465165491;3,243518316680573;.\augmentedDataset\laplacian_img;0063.png
;2;4278,5;17,74038633188304;3,478824831362184;.\augmentedDataset\laplacian_img;0063.png
;0;7968,0;3,098386676965933;1,788854381999832;.\augmentedDataset\laplacian_img;0066.png
;1;1674,5;4,993927366567251;1,772659614960501;.\augmentedDataset\laplacian_img;0066.png
;2;1381,5;4,541385054734408;2,774134420794162;.\augmentedDataset\laplacian_img;0066.png
;0;8693,0;9,748201874777884;2,657541270893233;.\augmentedDataset\laplacian_img;0068.png
;1;4951,0;11,732817075788462;9,993530324029408;.\augmentedDataset\laplacian_img;0068.png
;2;2842,0;2,309401076758503;1,333333333333333;.\augmentedDataset\laplacian_img;0068.png
;0;7302,5;27,021037901582748;2,728579002757613;.\augmentedDataset\laplacian_img;0069.png
;1;4488,5;14,981309499714872;2,06850239489463;.\augmentedDataset\laplacian_img;0069.png
;2;708,0;6,662054276622894;3,17088833220765;.\augmentedDataset\laplacian_img;0069.png
;0;8847,0;3,23606797749979;1,23606797749979;.\augmentedDataset\laplacian_img;0071.png
;1;1489,5;4,155374705678736;1,905471133100374;.\augmentedDataset\laplacian_img;0071.png
;2;972,0;6,861204257267655;2,755093974208298;.\augmentedDataset\laplacian_img;0071.png
;0;10854,0;6,514932809935373;3,15129346174354;.\augmentedDataset\laplacian_img;0073.png
;1;6612,5;24,669536194252423;3,60421598261795;.\augmentedDataset\laplacian_img;0073.png
;2;5258,0;11,872781992229012;2,998643603465236;.\augmentedDataset\laplacian_img;0073.png
;0;4868,0;10,369934719145617;4,667629802184956;.\augmentedDataset\laplacian_img;0077.png
;1;1093,0;4,155374705678736;1,905471133100374;.\augmentedDataset\laplacian_img;0077.png
;2;764,0;20,377447887144474;3,060133356259501;.\augmentedDataset\laplacian_img;0077.png
;0;2461,5;4,363338213437162;1,65500979239906;.\augmentedDataset\laplacian_img;0078.png
;1;1361,0;6,161190305712263;3,179755513857683;.\augmentedDataset\laplacian_img;0078.png
;2;1085,0;7,637496774419906;1,453646265488947;.\augmentedDataset\laplacian_img;0078.png
;0;6266,0;5,571304993630558;2,888801836845615;.\augmentedDataset\laplacian_img;0085.png
;1;4957,0;16,672315143853044;3,545970634967029;.\augmentedDataset\laplacian_img;0085.png
;2;3192,0;8,41386303819235;1,902921427167336;.\augmentedDataset\laplacian_img;0085.png
;0;7795,5;15,895466346520882;3,941625322860233;.\augmentedDataset\laplacian_img;0086.png
;1;7722,5;6,778125251296625;2,315772700785204;.\augmentedDataset\laplacian_img;0086.png
;2;1705,0;5,830024994442534;2,544330654913134;.\augmentedDataset\laplacian_img;0086.png
;0;7542,0;4,34169545110285;1,27658944452507;.\augmentedDataset\laplacian_img;0088.png
;1;7434,5;5,321869122843981;1,782612980800892;.\augmentedDataset\laplacian_img;0088.png
;2;3318,0;3,703280399090206;2,138089935299395;.\augmentedDataset\laplacian_img;0088.png
;0;7661,0;5,656854249492381;2,0;.\augmentedDataset\laplacian_img;0089.png
;1;7588,5;11,039088931899151;4,858056347692564;.\augmentedDataset\laplacian_img;0089.png
;2;5001,5;8,00437937970979;2,63247236370616;.\augmentedDataset\laplacian_img;0089.png
;0;10171,0;12,625542862662291;8,344529368493898;.\augmentedDataset\laplacian_img;0091.png
;1;7532,0;3,829708431025352;1,885618083164127;.\augmentedDataset\laplacian_img;0091.png
;2;1421,5;6,410747983365109;1,964939688573319;.\augmentedDataset\laplacian_img;0091.png
;0;7132,5;7,097764472921568;3,093922554118484;.\augmentedDataset\laplacian_img;0094.png
;1;3794,5;3,829708431025352;1,885618083164127;.\augmentedDataset\laplacian_img;0094.png
;2;1012,0;4,093338188813542;1,563516060678838;.\augmentedDataset\laplacian_img;0094.png
;0;8205,5;9,38083151964686;1,984313483298443;.\augmentedDataset\laplacian_img;0095.png
;1;4042,5;18,30417290255022;3,76693091670659;.\augmentedDataset\laplacian_img;0095.png
;2;3143,0;7,278088823235483;2,70770111041026;.\augmentedDataset\laplacian_img;0095.png
;0;7744,5;24,804009770211906;9,468050496573154;.\augmentedDataset\laplacian_img;0098.png
;1;4557,0;3,098386676965933;1,788854381999832;.\augmentedDataset\laplacian_img;0098.png
;2;2476,5;5,321869122843981;1,782612980800892;.\augmentedDataset\laplacian_img;0098.png
;0;10505,0;12,54452210992285;2,226423252328583;.\augmentedDataset\laplacian_img;0101.png
;1;8058,0;8,02951241752589;1,96789464889338;.\augmentedDataset\laplacian_img;0101.png
;2;1857,5;15,927214746071757;3,142730681952615;.\augmentedDataset\laplacian_img;0101.png
;0;9427,5;4,976979969245306;1,79712837207891;.\augmentedDataset\laplacian_img;0102.png
;1;4800,5;2,82842712474619;1,732050807568877;.\augmentedDataset\laplacian_img;0102.png
;2;1813,0;14,701148443140855;4,6468834403813;.\augmentedDataset\laplacian_img;0102.png
;0;8857,0;7,097764472921568;3,093922554118484;.\augmentedDataset\laplacian_img;0103.png
;1;3838,0;7,924341817295026;2,103269282310747;.\augmentedDataset\laplacian_img;0103.png
;2;1581,5;10,635214221465338;9,544690008189386;.\augmentedDataset\laplacian_img;0103.png
;0;13857,0;4,47213595499958;2,0;.\augmentedDataset\laplacian_img;0105.png
;1;9429,0;7,40623431863439;1,895293555607324;.\augmentedDataset\laplacian_img;0105.png
;2;6835,0;2,309401076758503;1,333333333333333;.\augmentedDataset\laplacian_img;0105.png
;0;9750,0;16,88678548587805;1,996450432199503;.\augmentedDataset\laplacian_img;0107.png
;1;9392,5;11,085000803977122;8,863936413697612;.\augmentedDataset\laplacian_img;0107.png
;2;6006,5;8,555282809665952;3,003379425592425;.\augmentedDataset\laplacian_img;0107.png
;0;9370,5;10,854628830136315;2,915136465809874;.\augmentedDataset\laplacian_img;0109.png
;1;6260,5;3,098386676965933;1,788854381999832;.\augmentedDataset\laplacian_img;0109.png
;2;5977,0;4,898979485566356;1,936491673103709;.\augmentedDataset\laplacian_img;0109.png
;0;9028,0;17,005345593501;1,829520938779011;.\augmentedDataset\laplacian_img;0111.png
;1;4698,5;7,22011545640755;2,933364394973088;.\augmentedDataset\laplacian_img;0111.png
;2;1550,0;17,003121250879722;7,931090239663965;.\augmentedDataset\laplacian_img;0111.png
;0;5182,0;11,509870868882064;4,777123555495283;.\augmentedDataset\laplacian_img;0114.png
;1;3667,5;16,22019826769086;4,520319553981142;.\augmentedDataset\laplacian_img;0114.png
;2;1275,0;6,324555320336759;3,3166247903554;.\augmentedDataset\laplacian_img;0114.png
;0;30291,0;11,767423497648748;2,793947785300245;.\augmentedDataset\laplacian_img;0115.png
;1;7059,0;5,321869122843981;1,782612980800892;.\augmentedDataset\laplacian_img;0115.png
;2;3834,5;14,073843782647202;3,050360463850205;.\augmentedDataset\laplacian_img;0115.png
;0;14364,5;7,141921394560869;1,913014757021073;.\augmentedDataset\laplacian_img;0119.png
;1;8054,0;10,800212105505922;2,746717020901048;.\augmentedDataset\laplacian_img;0119.png
;2;2746,5;10,245027995013464;8,606482294599259;.\augmentedDataset\laplacian_img;0119.png
;0;31036,5;2,309401076758503;1,333333333333333;.\augmentedDataset\laplacian_img;0123.png
;1;4294,5;10,867407719113874;2,825260004785996;.\augmentedDataset\laplacian_img;0123.png
;2;4182,5;6,025492940871242;3,234604394472623;.\augmentedDataset\laplacian_img;0123.png
;0;80247,5;4,381780460041329;2,683281572999748;.\augmentedDataset\laplacian_img;0124.png
;1;41194,5;5,327693424801688;2,922115619615655;.\augmentedDataset\laplacian_img;0124.png
;2;10024,5;9,045885749128528;7,274747487969146;.\augmentedDataset\laplacian_img;0124.png
;0;31264,0;8,614582496723258;6,067073146947756;.\augmentedDataset\laplacian_img;0129.png
;1;11634,0;3,464101615137754;1,414213562373095;.\augmentedDataset\laplacian_img;0129.png
;2;7825,0;9,182207014508288;2,885667053337027;.\augmentedDataset\laplacian_img;0129.png
;0;79602,0;2,309401076758503;1,333333333333333;.\augmentedDataset\laplacian_img;0130.png
;1;5404,5;4,477016006518517;2,876860733052088;.\augmentedDataset\laplacian_img;0130.png
;2;3834,5;4,47213595499958;2,0;.\augmentedDataset\laplacian_img;0130.png
;0;84611,5;5,591879212933265;3,309945458609668;.\augmentedDataset\laplacian_img;0131.png
;1;36765,0;5,526794237662059;2,840090791238784;.\augmentedDataset\laplacian_img;0131.png
;2;13229,0;5,529681747206153;2,539175685738357;.\augmentedDataset\laplacian_img;0131.png
;0;13989,5;6,602897716712576;3,025184579927621;.\augmentedDataset\laplacian_img;0132.png
;1;3001,5;13,63732093539092;7,77918689909009;.\augmentedDataset\laplacian_img;0132.png
;2;2816,5;4,898979485566356;2,0;.\augmentedDataset\laplacian_img;0132.png
;0;16490,0;2,0;2,0;.\augmentedDataset\laplacian_img;0133.png
;1;10080,5;3,651483716701108;2,10818510677892;.\augmentedDataset\laplacian_img;0133.png
;2;4458,0;9,476923218897452;7,387495299284429;.\augmentedDataset\laplacian_img;0133.png
;0;42135,5;3,098386676965933;1,788854381999832;.\augmentedDataset\laplacian_img;0136.png
;1;18393,0;3,098386676965933;1,788854381999832;.\augmentedDataset\laplacian_img;0136.png
;2;17368,5;11,568366247399313;3,126692845668778;.\augmentedDataset\laplacian_img;0136.png
;0;29816,5;13,11989627807516;3,864745069239636;.\augmentedDataset\laplacian_img;0138.png
;1;15661,5;5,79474222948292;2,955505384976345;.\augmentedDataset\laplacian_img;0138.png
;2;10578,5;4,363338213437162;1,65500979239906;.\augmentedDataset\laplacian_img;0138.png
;0;37898,0;3,265986323710904;2,0;.\augmentedDataset\laplacian_img;0143.png
;1;9559,0;2,0;2,0;.\augmentedDataset\laplacian_img;0143.png
;2;6127,0;3,265986323710904;2,0;.\augmentedDataset\laplacian_img;0143.png
;0;71291,0;10,432610199728844;7,850335317801373;.\augmentedDataset\laplacian_img;0145.png
;1;21806,5;10,987223013974656;3,318979409206503;.\augmentedDataset\laplacian_img;0145.png
;2;12393,5;14,400154316582988;3,957619948731348;.\augmentedDataset\laplacian_img;0145.png
;0;3470,0;8,378209952355434;2,338337062203518;.\augmentedDataset\laplacian_img;0152.png
;1;2985,5;6,553504018576144;1,2082004568003;.\augmentedDataset\laplacian_img;0152.png
;2;2304,0;2,82842712474619;1,732050807568877;.\augmentedDataset\laplacian_img;0152.png
;0;208112,5;9,902296647846796;5,834311926376161;.\augmentedDataset\laplacian_img;0154.png
;1;9535,0;3,23606797749979;1,23606797749979;.\augmentedDataset\laplacian_img;0154.png
;2;5344,0;3,098386676965933;1,788854381999832;.\augmentedDataset\laplacian_img;0154.png
;0;14541,5;4,849661197520208;1,346892572776387;.\augmentedDataset\laplacian_img;0156.png
;1;13332,5;7,420015045038742;4,113540575535725;.\augmentedDataset\laplacian_img;0156.png
;2;4217,0;2,309401076758503;1,333333333333333;.\augmentedDataset\laplacian_img;0156.png
;0;16234,5;3,098386676965933;1,788854381999832;.\augmentedDataset\laplacian_img;0157.png
;1;12509,5;12,10932004663648;4,587605457973895;.\augmentedDataset\laplacian_img;0157.png
;2;2883,0;4,155374705678736;1,905471133100374;.\augmentedDataset\laplacian_img;0157.png
;0;140174,0;17,910790550013896;5,38300529826609;.\augmentedDataset\laplacian_img;0159.png
;1;45092,0;20,53863709218652;6,552983750745505;.\augmentedDataset\laplacian_img;0159.png
;2;18697,0;2,0;2,0;.\augmentedDataset\laplacian_img;0159.png
;0;256542,5;6,218285588473019;1,973049502721301;.\augmentedDataset\laplacian_img;0162.png
;1;17666,5;3,23606797749979;1,23606797749979;.\augmentedDataset\laplacian_img;0162.png
;2;4081,0;5,070203362554914;2,540283027998425;.\augmentedDataset\laplacian_img;0162.png
;0;34525,0;7,331885005345716;1,973918648366777;.\augmentedDataset\laplacian_img;0163.png
;1;15661,5;4,312594463574638;2,660928660904759;.\augmentedDataset\laplacian_img;0163.png
;2;13328,5;4,363338213437162;1,65500979239906;.\augmentedDataset\laplacian_img;0163.png
;0;20375,5;18,70203572418587;8,504978734687377;.\augmentedDataset\laplacian_img;0164.png
;1;6609,5;5,274258481434536;1,946056459258261;.\augmentedDataset\laplacian_img;0164.png
;2;6184,5;3,098386676965933;1,788854381999832;.\augmentedDataset\laplacian_img;0164.png
;0;21492,0;2,309401076758503;1,333333333333333;.\augmentedDataset\laplacian_img;0165.png
;1;15582,5;6,832111235915638;2,5582177941484;.\augmentedDataset\laplacian_img;0165.png
;2;9092,0;3,829708431025352;1,885618083164126;.\augmentedDataset\laplacian_img;0165.png
;0;14276,5;9,498626955261214;6,057594680376352;.\augmentedDataset\laplacian_img;0167.png
;1;8898,0;5,191609275659459;3,426524577455572;.\augmentedDataset\laplacian_img;0167.png
;2;7438,0;9,588418876151897;8,620035642866563;.\augmentedDataset\laplacian_img;0167.png
;0;14604,0;4,0;3,149603149604725;.\augmentedDataset\laplacian_img;0169.png
;1;12590,5;5,274258481434536;1,946056459258261;.\augmentedDataset\laplacian_img;0169.png
;2;6559,0;10,320848878037689;6,327371807651557;.\augmentedDataset\laplacian_img;0169.png
;0;32823,5;8,784027024746536;5,112508604249241;.\augmentedDataset\laplacian_img;0171.png
;1;14433,5;9,8487914655752;3,175159693241494;.\augmentedDataset\laplacian_img;0171.png
;2;4365,0;3,23606797749979;1,23606797749979;.\augmentedDataset\laplacian_img;0171.png
;0;308428,0;8,925917126352953;2,496042001990608;.\augmentedDataset\laplacian_img;0179.png
;1;2500,0;3,829708431025352;1,885618083164127;.\augmentedDataset\laplacian_img;0179.png
;2;1456,5;13,46041785201482;6,284597329570109;.\augmentedDataset\laplacian_img;0179.png
;0;370672,0;14,996987144933549;10,425624292138108;.\augmentedDataset\laplacian_img;0182.png
;1;3145,5;2,309401076758503;1,333333333333333;.\augmentedDataset\laplacian_img;0182.png
;2;1488,5;5,690037069847114;3,029692013938253;.\augmentedDataset\laplacian_img;0182.png
;0;19032,5;5,485458865381724;2,649689066157795;.\augmentedDataset\laplacian_img;0185.png
;1;15184,5;11,32525414869384;5,522153024233257;.\augmentedDataset\laplacian_img;0185.png
;2;12122,0;12,4514334515041;9,371660373417942;.\augmentedDataset\laplacian_img;0185.png
;0;17974,0;6,290732371042767;2,925562790451324;.\augmentedDataset\laplacian_img;0187.png
;1;13172,5;3,098386676965933;1,788854381999832;.\augmentedDataset\laplacian_img;0187.png
;2;4702,0;21,682563120547567;6,700805604808961;.\augmentedDataset\laplacian_img;0187.png
;0;21451,0;5,203549084703927;3,076923076923077;.\augmentedDataset\laplacian_img;0190.png
;1;15075,5;3,23606797749979;1,23606797749979;.\augmentedDataset\laplacian_img;0190.png
;2;9332,5;10,02689494063455;4,35472158371801;.\augmentedDataset\laplacian_img;0190.png
;0;5957,0;10,766576977282316;3,954285744329806;.\augmentedDataset\laplacian_img;0191.png
;1;2936,5;7,538007143899713;2,759700762495255;.\augmentedDataset\laplacian_img;0191.png
;2;2304,5;10,154235752810084;8,996601222376144;.\augmentedDataset\laplacian_img;0191.png
;0;2537,0;3,265986323710904;2,0;.\augmentedDataset\laplacian_img;0197.png
;1;1585,5;4,155374705678736;1,905471133100374;.\augmentedDataset\laplacian_img;0197.png
;2;1462,5;5,656854249492381;2,0;.\augmentedDataset\laplacian_img;0197.png
;0;9856,5;13,744314790612403;4,768257550967178;.\augmentedDataset\laplacian_img;0200.png
;1;7983,0;13,161976641338798;6,235018395365867;.\augmentedDataset\laplacian_img;0200.png
;2;5704,5;4,381780460041329;2,683281572999748;.\augmentedDataset\laplacian_img;0200.png
;0;12043,5;10,168898989376949;5,12326207913501;.\augmentedDataset\laplacian_img;0207.png
;1;10431,5;4,907725735659753;3,279400065550629;.\augmentedDataset\laplacian_img;0207.png
;2;8102,0;14,494679291161727;4,391960131605685;.\augmentedDataset\laplacian_img;0207.png
;0;12099,5;3,23606797749979;1,23606797749979;.\augmentedDataset\laplacian_img;0208.png
;1;9495,5;7,233723268245298;1,741622139973697;.\augmentedDataset\laplacian_img;0208.png
;2;5386,0;4,507893913753563;2,104493398028036;.\augmentedDataset\laplacian_img;0208.png
;0;30806,0;3,098386676965933;1,788854381999832;.\augmentedDataset\laplacian_img;0209.png
;1;22572,0;24,909805568998554;5,482232738526986;.\augmentedDataset\laplacian_img;0209.png
;2;15079,5;7,492458318849779;3,136618718026475;.\augmentedDataset\laplacian_img;0209.png
;0;12608,0;7,711292076485725;2,842398125928914;.\augmentedDataset\laplacian_img;0210.png
;1;9013,5;5,759093033373902;2,140758611554369;.\augmentedDataset\laplacian_img;0210.png
;2;6989,5;4,507893913753563;2,104493398028036;.\augmentedDataset\laplacian_img;0210.png
;0;14363,5;5,186475084170881;2,429089582801476;.\augmentedDataset\laplacian_img;0215.png
;1;12938,0;12,502531459022066;4,381686032810296;.\augmentedDataset\laplacian_img;0215.png
;2;3317,5;3,703280399090206;2,138089935299395;.\augmentedDataset\laplacian_img;0215.png
;0;11941,5;11,454883937272948;9,332168200288578;.\augmentedDataset\laplacian_img;0219.png
;1;5063,0;4,618802153517007;2,351778943168525;.\augmentedDataset\laplacian_img;0219.png
;2;2490,0;4,0;1,632993161855452;.\augmentedDataset\laplacian_img;0219.png
;0;11407,5;3,677088528342677;0,837402040213009;.\augmentedDataset\laplacian_img;0222.png
;1;3255,0;15,43054010196103;3,701980623325151;.\augmentedDataset\laplacian_img;0222.png
;2;2067,5;30,9524886249306;12,685896509428137;.\augmentedDataset\laplacian_img;0222.png
;0;14079,5;7,902200907159178;3,903232099541694;.\augmentedDataset\laplacian_img;0223.png
;1;3763,0;4,0;1,632993161855452;.\augmentedDataset\laplacian_img;0223.png
;2;1766,0;4,0;2,213133340689953;.\augmentedDataset\laplacian_img;0223.png
;0;11707,5;3,703280399090206;2,138089935299395;.\augmentedDataset\laplacian_img;0224.png
;1;4820,5;10,708948190840688;5,181929664200513;.\augmentedDataset\laplacian_img;0224.png
;2;4035,5;16,52011525685765;8,903439169105223;.\augmentedDataset\laplacian_img;0224.png
;0;16812,0;6,896645534392664;2,283431223120043;.\augmentedDataset\laplacian_img;0226.png
;1;3904,5;2,82842712474619;1,732050807568877;.\augmentedDataset\laplacian_img;0226.png
;2;3107,5;5,893393130972792;2,736811945681495;.\augmentedDataset\laplacian_img;0226.png
;0;26097,0;6,631765674326584;3,389151915670103;.\augmentedDataset\laplacian_img;0227.png
;1;17777,5;28,77036336010589;4,560599954619016;.\augmentedDataset\laplacian_img;0227.png
;2;8883,5;10,336262201062086;3,162465791709802;.\augmentedDataset\laplacian_img;0227.png
;0;9358,5;4,093338188813543;1,563516060678838;.\augmentedDataset\laplacian_img;0228.png
;1;6215,0;4,0;1,385640646055102;.\augmentedDataset\laplacian_img;0228.png
;2;6189,0;15,59641825235802;4,07661301923472;.\augmentedDataset\laplacian_img;0228.png
;0;37499,0;9,442598307873851;5,022913043275586;.\augmentedDataset\laplacian_img;0231.png
;1;16804,5;13,190980203740732;4,30452151371682;.\augmentedDataset\laplacian_img;0231.png
;2;15487,0;4,74024689744533;3,766048403266974;.\augmentedDataset\laplacian_img;0231.png
;0;44895,0;7,42985848462834;3,727013349041373;.\augmentedDataset\laplacian_img;0232.png
;1;10019,0;10,626945617326108;5,434667024622862;.\augmentedDataset\laplacian_img;0232.png
;2;2716,0;11,805543012061184;5,316877929886973;.\augmentedDataset\laplacian_img;0232.png
;0;8829,0;6,950339699911242;3,250811907176068;.\augmentedDataset\laplacian_img;0234.png
;1;7816,5;10,803229143637212;4,480975013898298;.\augmentedDataset\laplacian_img;0234.png
;2;7498,0;5,45588823816547;2,730477202774252;.\augmentedDataset\laplacian_img;0234.png
;0;49426,0;12,027841336085595;3,7592926852298;.\augmentedDataset\laplacian_img;0236.png
;1;5397,5;2,309401076758503;1,333333333333333;.\augmentedDataset\laplacian_img;0236.png
;2;5250,5;9,9991193450193;2,708802747351832;.\augmentedDataset\laplacian_img;0236.png
;0;397242,5;3,098386676965933;1,788854381999832;.\augmentedDataset\laplacian_img;0239.png
;1;427,0;3,651483716701108;2,10818510677892;.\augmentedDataset\laplacian_img;0239.png
;2;381,0;2,309401076758503;1,333333333333333;.\augmentedDataset\laplacian_img;0239.png
;0;170,5;4,0;3,468869823334348;.\augmentedDataset\laplacian_img;0250.png
;1;98,5;2,309401076758503;1,333333333333333;.\augmentedDataset\laplacian_img;0250.png
;2;65,5;5,719243150226765;1,598613121125062;.\augmentedDataset\laplacian_img;0250.png
;0;104,5;8,892297033660189;8,760562860251818;.\augmentedDataset\laplacian_img;0263.png
;1;61,5;8,326029683391146;3,637689550641324;.\augmentedDataset\laplacian_img;0263.png
;2;61,5;3,464101615137754;1,414213562373095;.\augmentedDataset\laplacian_img;0263.png
;0;106,5;8,127880356142233;1,391962972293878;.\augmentedDataset\laplacian_img;0266.png
;1;62,0;7,351615586329437;2,440030383179293;.\augmentedDataset\laplacian_img;0266.png
;2;54,0;3,677088528342677;0,837402040213009;.\augmentedDataset\laplacian_img;0266.png
;0;123,5;3,23606797749979;1,23606797749979;.\augmentedDataset\laplacian_img;0312.png
;1;79,5;6,87016483862247;2,527179041287642;.\augmentedDataset\laplacian_img;0312.png
;2;73,0;9,649552809993958;8,787194436642679;.\augmentedDataset\laplacian_img;0312.png
;0;167,0;6,690594708964625;2,176222056770532;.\augmentedDataset\laplacian_img;0318.png
;1;85,5;3,464101615137754;1,414213562373095;.\augmentedDataset\laplacian_img;0318.png
;2;78,0;5,77331086475517;1,108549348878932;.\augmentedDataset\laplacian_img;0318.png
;0;118,5;9,561589910099888;7,21755969882206;.\augmentedDataset\laplacian_img;0322.png
;1;75,5;6,595926699391265;1,869157825400906;.\augmentedDataset\laplacian_img;0322.png
;2;56,5;9,444109030197312;8,9891199619585;.\augmentedDataset\laplacian_img;0322.png
;0;37,5;2,309401076758503;1,333333333333333;.\augmentedDataset\laplacian_img;0340.png
;1;22,5;2,309401076758503;1,333333333333333;.\augmentedDataset\laplacian_img;0340.png
;2;20,0;9,711534234047106;6,096400808750285;.\augmentedDataset\laplacian_img;0340.png
;0;142,0;2,309401076758503;1,333333333333333;.\augmentedDataset\laplacian_img;0342.png
;1;58,5;3,098386676965933;1,788854381999832;.\augmentedDataset\laplacian_img;0342.png
;2;40,5;4,0;1,632993161855452;.\augmentedDataset\laplacian_img;0342.png
;0;57,0;7,748740364588015;2,201343147056655;.\augmentedDataset\laplacian_img;0349.png
;1;55,5;5,394569746911582;1,272248892986869;.\augmentedDataset\laplacian_img;0349.png
;2;43,5;6,468355765954826;2,247056424286635;.\augmentedDataset\laplacian_img;0349.png
;0;3433,0;7,067399151636764;1,34233722716907;.\augmentedDataset\laplacian_img;0368.png
;1;83,5;6,066714329502453;2,223730479219458;.\augmentedDataset\laplacian_img;0368.png
;2;73,0;9,507915080793731;1,161701689942437;.\augmentedDataset\laplacian_img;0368.png
;0;3466,5;4,743365517193277;1,349252967497849;.\augmentedDataset\laplacian_img;0370.png
;1;702,0;3,829708431025352;1,885618083164127;.\augmentedDataset\laplacian_img;0370.png
;2;608,0;3,464101615137754;2,738612787525831;.\augmentedDataset\laplacian_img;0370.png
;0;3351,0;3,703280399090206;2,138089935299395;.\augmentedDataset\laplacian_img;0371.png
;1;661,5;2,309401076758503;1,333333333333333;.\augmentedDataset\laplacian_img;0371.png
;2;557,5;2,309401076758503;1,333333333333333;.\augmentedDataset\laplacian_img;0371.png
;0;3376,0;8,626526597824084;2,676431536694683;.\augmentedDataset\laplacian_img;0375.png
;1;691,0;2,309401076758503;1,333333333333333;.\augmentedDataset\laplacian_img;0375.png
;2;137,5;4,976979969245306;1,79712837207891;.\augmentedDataset\laplacian_img;0375.png
;0;3549,0;2,82842712474619;1,732050807568877;.\augmentedDataset\laplacian_img;0393.png
;1;118,0;17,13295422021511;1,799904849093678;.\augmentedDataset\laplacian_img;0393.png
;2;80,5;8,503402019778887;2,21784146337988;.\augmentedDataset\laplacian_img;0393.png
;0;106,0;21,55356177520464;1,818252943887231;.\augmentedDataset\laplacian_img;0417.png
;1;24,5;4,363338213437162;1,65500979239906;.\augmentedDataset\laplacian_img;0417.png
;2;11,5;15,337363150235984;3,430057083749963;.\augmentedDataset\laplacian_img;0417.png
;0;679,5;3,829708431025352;1,885618083164127;.\augmentedDataset\laplacian_img;0431.png
;1;579,5;3,23606797749979;1,23606797749979;.\augmentedDataset\laplacian_img;0431.png
;2;239,0;2,309401076758503;1,333333333333333;.\augmentedDataset\laplacian_img;0431.png
;0;604,0;5,321869122843981;1,782612980800892;.\augmentedDataset\laplacian_img;0432.png
